Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	*eol
Summoner (N) Desecrated A	24	55	5					10	"gld,mul=1536"	4	Act 4 (N) Equip A	15	Act 5 (N) Junk	1	Act 4 (N) Good	4	Act 5 (N) Magic A	4																	0
Summoner (N) Desecrated B	24	63	5					10	"gld,mul=1536"	4	Act 5 (N) Equip A	15	Act 1 (H) Junk	1	Act 5 (N) Good	4	Act 1 (H) Magic A	4																	0
Summoner (N) Desecrated C	24	73	5					10	"gld,mul=1536"	4	Act 3 (H) Equip A	15	Act 3 (H) Junk	1	Act 3 (H) Good	4	Act 3 (H) Magic A	4																	0
Summoner (H)			5					10	"gld,mul=2048"	4	Act 2 (H) Equip C	15	Act 3 (H) Junk	1	Act 2 (H) Good	4	Act 3 (H) Magic A	4	pk2	1															0
Summoner Item (H) Desecrated A			5					10	"gld,mul=2048"	4	Act 4 (H) Equip A	15	Act 5 (H) Junk	1	Act 4 (H) Good	4	Act 5 (H) Magic A	4	pk2	1															0
Summoner Item (H) Desecrated B			5					10	"gld,mul=2048"	4	Act 4 (H) Equip B	15	Act 5 (H) Junk	1	Act 4 (H) Good	4	Act 5 (H) Magic B	4	pk2	1															0
Summoner Item (H) Desecrated C			5					10	"gld,mul=2048"	4	Act 4 (H) Equip C	15	Act 5 (H) Junk	1	Act 4 (H) Good	4	Act 5 (H) Magic A	4	pk2	1															0
Summoner Item (H) Desecrated D			5					10	"gld,mul=2048"	4	Act 5 (H) Equip A	15	Act 5 (H) Junk	1	Act 5 (H) Good	4	Act 5 (H) Magic C	4	pk2	1															0
Summoner Item (H) Desecrated E			5					10	"gld,mul=2048"	4	Act 5 (H) Equip B	15	Act 5 (H) Junk	1	Act 5 (H) Good	4	Act 5 (H) Magic C	4	pk2	1															0
Summoner Item (H) Desecrated F			5					10	"gld,mul=2048"	4	Act 5 (H) Equip C	15	Act 5 (H) Junk	1	Act 5 (H) Good	4	Act 5 (H) Magic C	4	pk2	1															0
Summoner (H) Desecrated A	24	80	-2						Sunder Charms	1	Summoner Item (H) Desecrated A	1																							0
Summoner (H) Desecrated B	24	84	-2						Sunder Charms	1	Summoner Item (H) Desecrated B	1																							0
Summoner (H) Desecrated C	24	87	-2						Sunder Charms	1	Summoner Item (H) Desecrated C	1																							0
Summoner (H) Desecrated D	24	90	-2						Sunder Charms	1	Summoner Item (H) Desecrated D	1																							0
Summoner (H) Desecrated E	24	93	-2	979	1	800	1024		Sunder Charms	1	Summoner Item (H) Desecrated E	1																							0
Summoner (H) Desecrated F	24	96	-2	979	1	800	1024		Sunder Charms	1	Summoner Item (H) Desecrated F	1																							0
Council			3	979	1	800	1024	10	"gld,mul=1280"	4	Act 4 Equip A	15	Act 4 Junk	1	Act 4 Good	4	Act 4 Magic A	4																	0
Council Desecrated A	25	28	3	979	1	800	1024	10	"gld,mul=1280"	4	Act 4 Equip B	15	Act 4 Junk	1	Act 4 Good	4	Act 4 Magic B	4																	0
Council Desecrated B	25	38	3	979	1	800	1024	10	"gld,mul=1280"	4	Act 5 Equip C	15	Act 5 Junk	1	Act 5 Good	4	Act 5 Magic C	4																	0
Council Desecrated C	25	48	3	979	1	800	1024	10	"gld,mul=1280"	4	Act 3 (N) Equip A	15	Act 3 (N) Junk	1	Act 3 (N) Good	4	Act 3 (N) Magic A	4																	0
Council (N)			3	979	1	800	1024	10	"gld,mul=1536"	4	Act 4 (N) Equip A	15	Act 4 (N) Junk	1	Act 4 (N) Good	4	Act 4 (N) Magic A	4																	0
Council (N) Desecrated A	25	57	3	979	1	800	1024	10	"gld,mul=1536"	4	Act 4 (N) Equip B	15	Act 4 (N) Junk	1	Act 4 (N) Good	4	Act 4 (N) Magic B	4																	0
Council (N) Desecrated B	25	66	3	979	1	800	1024	10	"gld,mul=1536"	4	Act 5 (N) Equip C	15	Act 5 (N) Junk	1	Act 5 (N) Good	4	Act 5 (N) Magic C	4																	0
Council (N) Desecrated C	25	73	3	979	1	800	1024	10	"gld,mul=1536"	4	Act 3 (H) Equip A	15	Act 3 (H) Junk	1	Act 3 (H) Good	4	Act 3 (H) Magic A	4																	0
Council (H)			3	300	1	800	1024	10	"gld,mul=2048"	4	Act 4 (H) Equip A	15	Act 4 (H) Junk	1	Act 4 (H) Good	4	Act 4 (H) Magic A	4																	0
Council Item (H) Desecrated A			3	979	1	800	1024	10	"gld,mul=2048"	4	Act 4 (H) Equip B	15	Act 4 (H) Junk	1	Act 4 (H) Good	4	Act 4 (H) Magic B	4																	0
Council Item (H) Desecrated B			3	979	1	800	1024	10	"gld,mul=2048"	4	Act 4 (H) Equip C	15	Act 4 (H) Junk	1	Act 4 (H) Good	4	Act 4 (H) Magic B	4																	0
Council Item (H) Desecrated C			3	979	1	800	1024	10	"gld,mul=2048"	4	Act 5 (H) Equip A	15	Act 5 (H) Junk	1	Act 5 (H) Good	4	Act 5 (H) Magic A	4																	0
Council Item (H) Desecrated D			3	979	1	800	1024	10	"gld,mul=2048"	4	Act 5 (H) Equip B	15	Act 5 (H) Junk	1	Act 5 (H) Good	4	Act 5 (H) Magic B	4																	0
Council Item (H) Desecrated E			3	979	1	800	1024	10	"gld,mul=2048"	4	Act 5 (H) Equip C	15	Act 5 (H) Junk	1	Act 5 (H) Good	4	Act 5 (H) Magic C	4																	0
Council (H) Desecrated A	25	85	-2	979	1	800	1024		Sunder Charms	1	Council Item (H) Desecrated A	1																							0
Council (H) Desecrated B	25	87	-2	979	1	800	1024		Sunder Charms	1	Council Item (H) Desecrated B	1																							0
Council (H) Desecrated C	25	90	-2	979	1	800	1024		Sunder Charms	1	Council Item (H) Desecrated C	1																							0
Council (H) Desecrated D	25	93	-2	979	1	800	1024		Sunder Charms	1	Council Item (H) Desecrated D	1																							0
Council (H) Desecrated E	25	96	-2	979	1	800	1024		Sunder Charms	1	Council Item (H) Desecrated E	1																							0
Griswold			-3	979	1	800	1024		Act 1 Uitem C	1	Act 1 Melee B	2																							0
Griswold Desecrated A	26	8	-3	979	1	800	1024		Act 1 Uitem C	1	Act 1 Melee B	2																							0
Griswold Desecrated B	26	29	-3	979	1	800	1024		Act 4 Uitem B	1	Act 4 Melee A	2																							0
Griswold Desecrated C	26	48	-3	979	1	800	1024		Act 3 (N) Uitem A	1	Act 2 (N) Melee B	2																							0
Griswold (N)			-3	979	1	800	1024		Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																							0
Griswold (N) Desecrated A	26	42	-3	979	1	800	1024		Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																							0
Griswold (N) Desecrated B	26	57	-3	979	1	800	1024		Act 1 (H) Uitem C	1	Act 3 (N) Melee B	2																							0
Griswold (N) Desecrated C	26	73	-3	979	1	800	1024		Act 3 (H) Uitem C	1	Act 3 (H) Melee B	2																							0
Griswold (H)			-3	979	1	800	1024		Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																							0
Griswold (H) Desecrated A	26	87	-4	979	1	800	1024		Sunder Charms	1	Act 4 (H) Uitem B	1	Act 4 (H) Melee A	2																					0
Griswold (H) Desecrated B	26	90	-4	979	1	800	1024		Sunder Charms	1	Act 5 (H) Uitem A	1	Act 4 (H) Melee B	2																					0
Griswold (H) Desecrated C	26	93	-4	979	1	800	1024		Sunder Charms	1	Act 5 (H) Uitem B	1	Act 5 (H) Melee A	2																					0
Griswold (H) Desecrated D	26	96	-4	979	1	800	1024		Sunder Charms	1	Act 5 (H) Uitem C	1	Act 5 (H) Melee B	2																					0
Cow			1	979	1	800	1024	57	gld	9	Act 5 Equip A	19	Act 5 Junk	6	Act 5 Good	4																			0
Cow (N)			1	979	1	800	1024	57	gld	9	Act 5 (N) Equip A	19	Act 5 (N) Junk	6	Act 5 (N) Good	4																			0
Cow (H)	26	96	1	800				99	gld	3	Act 5 (H) Equip B	30	Act 5 (H) Equip A	30	Act 5 (H) Equip C	30	jew	1																	0
Trapped Soul			1	979	1	800	1024	57	gld	9	Act 4 Equip A	8	Act 4 Junk	10																					0
Trapped Soul (N)			1	979	1	800	1024	57	gld	9	Act 4 (N) Equip A	8	Act 4 (N) Junk	10																					0
Trapped Soul (H)			1	979	1	800	1024	57	gld	9	Act 4 (H) Equip A	8	Act 4 (H) Junk	10																					0
Haphesto			5	979	1	800	1024	10	"gld,mul=1280"	7	Act 5 Equip A	19	Act 5 Junk	1	Act 5 Good	4																			0
Haphesto Desecrated A	27	28	5	979	1	800	1024	10	"gld,mul=1280"	7	Act 5 Equip A	19	Act 5 Junk	1	Act 5 Good	4																			0
Haphesto Desecrated B	27	38	5					10	"gld,mul=1280"	7	Act 5 Equip C	19	Act 5 Junk	1	Act 5 Good	4																			0
Haphesto Desecrated C	27	48	5					10	"gld,mul=1280"	7	Act 3 (N) Equip C	19	Act 3 (N) Junk	1	Act 3 (N) Good	4																			0
Haphesto (N)			5					10	"gld,mul=1536"	7	Act 5 (N) Equip A	19	Act 5 (N) Junk	1	Act 5 (N) Good	4																			0
Haphesto (N) Desecrated A	27	60	5					10	"gld,mul=1536"	7	Act 5 (N) Equip A	19	Act 5 (N) Junk	1	Act 5 (N) Good	4																			0
Haphesto (N) Desecrated B	27	66	5					10	"gld,mul=1536"	7	Act 5 (N) Equip C	19	Act 5 (N) Junk	1	Act 5 (N) Good	4																			0
Haphesto (N) Desecrated C	27	73	5					10	"gld,mul=1536"	7	Act 3 (H) Equip A	19	Act 3 (H) Junk	1	Act 3 (H) Good	4																			0
Haphesto (H)			5					10	"gld,mul=2048"	7	Act 5 (H) Equip A	19	Act 5 (H) Junk	1	Act 5 (H) Good	4																			0
Haphesto Item (H) Desecrated A			5					10	"gld,mul=2048"	7	Act 5 (H) Equip A	19	Act 5 (H) Junk	1	Act 5 (H) Good	4																			0
Haphesto Item (H) Desecrated B			5					10	"gld,mul=2048"	7	Act 5 (H) Equip B	19	Act 5 (H) Junk	1	Act 5 (H) Good	4																			0
Haphesto Item (H) Desecrated C			5					10	"gld,mul=2048"	7	Act 5 (H) Equip C	19	Act 5 (H) Junk	1	Act 5 (H) Good	4																			0
Haphesto (H) Desecrated A	27	88	-2						Sunder Charms	1	Haphesto Item (H) Desecrated A	1																							0
Haphesto (H) Desecrated B	27	93	-2						Sunder Charms	1	Haphesto Item (H) Desecrated B	1																							0
Haphesto (H) Desecrated C	27	96	-2						Sunder Charms	1	Haphesto Item (H) Desecrated C	1																							0
Nihlathak			5					10	"gld,mul=1280"	7	Act 5 Equip B	19	Act 5 Junk	1	Act 5 Good	4																			0
Nihlathak Desecrated	28	68	5					10	"gld,mul=1280"	7	Act 3 (N) Equip A	19	Act 3 (N) Junk	1	Act 3 (N) Good	4																			0
Nihlathak (N)			5					10	"gld,mul=1536"	7	Act 5 (N) Equip B	19	Act 5 (N) Junk	1	Act 5 (N) Good	4																			0
Nihlathak (N) Desecrated	28	73	5					10	"gld,mul=1280"	7	Act 3 (H) Equip A	19	Act 3 (H) Junk	1	Act 3 (H) Good	4																			0
Nihlathak (H)			-4	979	1	800	1024		dhn	1	bey	1	mbr	1	cup	1																			0
Nihlathak Item (H) Desecrated			5					10	"gld,mul=2048"	7	Act 5 (H) Equip C	19	Act 5 (H) Junk	1	Act 5 (H) Good	4	pk3	1																	0
Nihlathak (H) Desecrated	28	95	-2						Sunder Charms	1	Nihlathak Item (H) Desecrated	1																							0
Baal			7					8	Act 1 (N) Equip A	52	Act 1 (N) Good	4	Token Of Legend	250	wss	9	emd	9	gr1	9	hsa	9													0
Baal Desecrated	29	60	7					8	"gld,mul=1280"	2	Act 3 (N) Equip A	52	Act 3 (N) Junk	1	Act 3 (N) Good	4																			0
Baal (N)			-1						Grand Effigy Of Tormented Souls	1																									0
Baal (N) Desecrated	29	75	7					8	"gld,mul=1536"	2	Act 3 (H) Equip A	52	Act 3 (H) Junk	1	Act 3 (H) Good	4																			0
Baal (H)			7					8	Act 5 (H) Equip B	52	Act 5 (H) Good	4	fed	1																					0
Baal Item (H) Desecrated			7					8	"gld,mul=2048"	2	Act 5 (H) Equip C	52	Act 5 (H) Junk	1	Act 5 (H) Good	4	fed	1																	0
Baal (H) Desecrated	29	99	-2						Sunder Charms	1	Baal Item (H) Desecrated	1																							0
Baalq			7					8	Act 1 (N) Equip A	52	Act 1 (N) Good	4	Token Of Legend	52	wss	9	emd	9	gr1	9															0
Baalq (N)			-1						Grand Effigy Of Tormented Souls	1																									0
Baalq (H)			-4						cup	4																									0
Blood Raven			5					10	"gld,mul=1280"	7	Act 1 Equip B	19	Act 1 Junk	1	Act 1 Good	4																			0
Blood Raven Desecrated A	30	10	5					10	"gld,mul=1280"	7	Act 1 Equip C	19	Act 1 Junk	1	Act 1 Good	4																			0
Blood Raven Desecrated B	30	29	5					10	"gld,mul=1280"	7	Act 4 Equip B	19	Act 4 Junk	1	Act 4 Good	4																			0
Blood Raven Desecrated C	30	48	5					10	"gld,mul=1280"	7	Act 3 (N) Equip A	19	Act 3 (N) Junk	1	Act 3 (N) Good	4																			0
Blood Raven (N)			5					10	"gld,mul=1536"	7	Act 1 (N) Equip B	19	Act 1 (N) Junk	1	Act 1 (N) Good	4																			0
Blood Raven (N) Desecrated A	30	43	5					10	"gld,mul=1536"	7	Act 1 (N) Equip C	19	Act 1 (N) Junk	1	Act 1 (N) Good	4																			0
Blood Raven (N) Desecrated B	30	57	5					10	"gld,mul=1536"	7	Act 4 (N) Equip B	19	Act 4 (N) Junk	1	Act 4 (N) Good	4																			0
Blood Raven (N) Desecrated C	30	73	5					10	"gld,mul=1536"	7	Act 3 (H) Equip A	19	Act 3 (H) Junk	1	Act 3 (H) Good	4																			0
Blood Raven (H)			5					10	"gld,mul=2048"	7	Act 1 (H) Equip B	19	Act 1 (H) Junk	1	Act 1 (H) Good	4																			0
Blood Raven Item (H) Desecrated A			5					10	"gld,mul=2048"	7	Act 4 (H) Equip B	19	Act 4 (H) Junk	1	Act 4 (H) Good	4																			0
Blood Raven Item (H) Desecrated B			5					10	"gld,mul=2048"	7	Act 5 (H) Equip A	19	Act 5 (H) Junk	1	Act 5 (H) Good	4																			0
Blood Raven Item (H) Desecrated C			5					10	"gld,mul=2048"	7	Act 5 (H) Equip B	19	Act 5 (H) Junk	1	Act 5 (H) Good	4																			0
Blood Raven Item (H) Desecrated D			5	819	0	0		62	"gld,mul=2048"	7	Act 5 (H) Equip C	19	Act 5 (H) Junk	1	Act 5 (H) Good	4																			0
Blood Raven (H) Desecrated A	30	88	-2	819	0	0		71	Sunder Charms	1	Blood Raven Item (H) Desecrated A	1																							0
Blood Raven (H) Desecrated B	30	90	-2	819	0	0		71	Sunder Charms	1	Blood Raven Item (H) Desecrated B	1																							0
Blood Raven (H) Desecrated C	30	93	-2	819	0	0		71	Sunder Charms	1	Blood Raven Item (H) Desecrated C	1																							0
Blood Raven (H) Desecrated D	30	96	-2	819	0	0		71	Sunder Charms	1	Blood Raven Item (H) Desecrated D	1																							0
Smith			-3	819	0	0		71	Act 1 Uitem C	1	Act 1 Melee B	2																							0
Smith Desecrated A	31	13	-3	819	0	0		71	Act 2 Uitem A	1	Act 2 Melee A	2																							0
Smith Desecrated B	31	32	-3	819	0	0		71	Act 4 Uitem B	1	Act 4 Melee B	2																							0
Smith Desecrated C	31	48	-3	819	0	0		71	Act 3 (N) Uitem A	1	Act 3 (N) Melee A	2																							0
Smith (N)			-3	819	0	0		71	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																							0
Smith (N) Desecrated A	31	43	-3	819	0	0		71	Act 2 (N) Uitem A	1	Act 2 (N) Melee A	2																							0
Smith (N) Desecrated B	31	57	-3	819	0	0		71	Act 4 (N) Uitem B	1	Act 4 (N) Melee B	2																							0
Smith (N) Desecrated C	31	73	-3	819	0	0		71	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2																							0
Smith (H)			-3	819	0	0		71	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																							0
Smith (H) Desecrated A	31	73	-4	819	0	0		71	Sunder Charms	1	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2																					0
Smith (H) Desecrated B	31	75	-4	819	0	0		71	Sunder Charms	1	Act 3 (H) Uitem B	1	Act 3 (H) Melee B	2																					0
Smith (H) Desecrated C	31	78	-4	819	0	0		71	Sunder Charms	1	Act 3 (H) Uitem C	1	Act 3 (H) Melee B	2																					0
Smith (H) Desecrated D	31	81	-4	819	0	0		71	Sunder Charms	1	Act 4 (H) Uitem A	1	Act 4 (H) Melee A	2																					0
Smith (H) Desecrated E	31	84	-4	819	0	0		71	Sunder Charms	1	Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2																					0
Smith (H) Desecrated F	31	87	-4	819	0	0		71	Sunder Charms	1	Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2																					0
Smith (H) Desecrated G	31	90	-4	819	0	0		71	Sunder Charms	1	Act 5 (H) Uitem A	1	Act 5 (H) Melee A	2																					0
Smith (H) Desecrated H	31	93	-4					11949	Sunder Charms	1	Act 5 (H) Uitem B	1	Act 5 (H) Melee B	2																					0
Smith (H) Desecrated I	31	96	-4	1010	1	1024	1024	9	Sunder Charms	1	Act 5 (H) Uitem C	1	Act 5 (H) Melee C	2																					0
Izual			5	1010	1	1024	1024	9	"gld,mul=1280"	7	Act 4 Equip B	19	Act 4 Junk	1	Act 4 Good	4																			0
Izual Desecrated A	32	29	5	1010	1	1024	1024	9	"gld,mul=1280"	7	Act 4 Equip B	19	Act 4 Junk	1	Act 4 Good	4																			0
Izual Desecrated B	32	38	5	1010	1	1024	1024	9	"gld,mul=1280"	7	Act 5 Equip C	19	Act 5 Junk	1	Act 5 Good	4																			0
Izual Desecrated C	32	48	5	1010	1	1024	1024	9	"gld,mul=1280"	7	Act 3 (N) Equip A	19	Act 3 (N) Junk	1	Act 3 (N) Good	4																			0
Izual (N)			5	1010	1	1024	1024	9	"gld,mul=1536"	7	Act 4 (N) Equip B	19	Act 4 (N) Junk	1	Act 4 (N) Good	4																			0
Izual (N) Desecrated A	32	60	5	1010	1	1024	1024	9	"gld,mul=1536"	7	Act 4 (N) Equip B	19	Act 4 (N) Junk	1	Act 4 (N) Good	4																			0
Izual (N) Desecrated B	32	66	5	1010	1	1024	1024	9	"gld,mul=1536"	7	Act 5 (N) Equip C	19	Act 5 (N) Junk	1	Act 5 (N) Good	4																			0
Izual (N) Desecrated C	32	73	5	1010	1	1024	1024	9	"gld,mul=1536"	7	Act 3 (H) Equip A	19	Act 3 (H) Junk	1	Act 3 (H) Good	4																			0
Izual (H)			5	1010	1	1024	1024	9	"gld,mul=2048"	7	Act 4 (H) Equip B	19	Act 4 (H) Junk	1	Act 4 (H) Good	4																			0
Izual Item (H) Desecrated A			5	1010	1	1024	1024	9	"gld,mul=2048"	7	Act 4 (H) Equip B	19	Act 4 (H) Junk	1	Act 4 (H) Good	4																			0
Izual Item (H) Desecrated B			5	1010	1	1024	1024	9	"gld,mul=2048"	7	Act 5 (H) Equip A	19	Act 5 (H) Junk	1	Act 5 (H) Good	4																			0
Izual Item (H) Desecrated C			5	1010	1	1024	1024	9	"gld,mul=2048"	7	Act 5 (H) Equip B	19	Act 5 (H) Junk	1	Act 5 (H) Good	4																			0
Izual Item (H) Desecrated D			5	1010	1	1024	1024	9	"gld,mul=2048"	7	Act 5 (H) Equip C	19	Act 5 (H) Junk	1	Act 5 (H) Good	4																			0
Izual (H) Desecrated A	32	86	-2	1010	1	1024	1024	9	Sunder Charms	1	Izual Item (H) Desecrated A	1																							0
Izual (H) Desecrated B	32	90	-2	1010	1	1024	1024	9	Sunder Charms	1	Izual Item (H) Desecrated B	1																							0
Izual (H) Desecrated C	32	93	-2	1010	1	1024	1024	9	Sunder Charms	1	Izual Item (H) Desecrated C	1																							0
Izual (H) Desecrated D	32	96	-2	1010	1	1024	1024	9	Sunder Charms	1	Izual Item (H) Desecrated D	1																							0
Act 1 Super A	18	0	-4	1010	1	1024	1024	9	Act 1 Uitem A	2	Act 1 Cpot A	2																							0
Act 1 Super B	18	5	-4	1010	1	1024	1024	9	Act 1 Uitem B	2	Act 1 Cpot B	2																							0
Act 1 Super C	18	9	-4						Act 1 Uitem C	2	Act 1 Cpot C	2																							0
Act 2 Super A	18	12	-4						Act 2 Uitem A	2	Act 2 Cpot A	2																							0
Act 2 Super B	18	15	-4						Act 2 Uitem B	2	Act 2 Cpot B	2																							0
Act 2 Super C	18	18	-4						Act 2 Uitem C	2	Act 2 Cpot C	2																							0
Act 3 Super A	18	20	-4						Act 3 Uitem A	2	Act 3 Cpot A	2																							0
Act 3 Super B	18	22	-4						Act 3 Uitem B	2	Act 3 Cpot B	2																							0
Act 3 Super C	18	24	-4						Act 3 Uitem C	2	Act 3 Cpot C	2																							0
Act 4 Super A	18	26	-4						Act 4 Uitem A	2	Act 4 Cpot A	2																							0
Act 4 Super B	18	29	-4	1010	1	1024	1024	12	Act 4 Uitem B	2	Act 4 Cpot B	2																							0
Act 4 Super C	18	32	-4	1010	1	983	1024	12	Act 4 Uitem B	2	Act 4 Cpot B	2																							0
Act 5 Super A	18	34	-4	1010	1	983	1024	12	Act 5 Uitem A	2	Act 5 Cpot A	2																							0
Act 5 Super B	18	36	-4	1010	1	983	1024	12	Act 5 Uitem B	2	Act 5 Cpot B	2																							0
Act 5 Super C	18	38	-4	1010	1	1024	1024	12	Act 5 Uitem C	2	Act 5 Cpot C	2																							0
Act 1 (N) Super A	18	40	-4	1010	1	983	1024	12	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																							0
Act 1 (N) Super B	18	41	-4	1010	1	983	1024	12	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																							0
Act 1 (N) Super C	18	42	-4	1010	1	983	1024	12	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																							0
Act 2 (N) Super A	18	44	-4	1010	1	1024	1024	12	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																							0
Act 2 (N) Super B	18	45	-4	1010	1	983	1024	12	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																							0
Act 2 (N) Super C	18	46	-4	1010	1	983	1024	12	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																							0
Act 3 (N) Super A	18	48	-4	1010	1	983	1024	12	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																							0
Act 3 (N) Super B	18	50	-4	1010	1	983	1024	12	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																							0
Act 3 (N) Super C	18	51	-4	1010	1	1024	1024	12	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																							0
Act 4 (N) Super A	18	54	-4	1010	1	1024	1024	12	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																							0
Act 4 (N) Super B	18	57	-4	1010	1	1024	1024	12	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																							0
Act 4 (N) Super C	18	60	-4	999	1	900	1024	12	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																							0
Act 5 (N) Super A	18	62	-4	999	1	900	1024	12	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																							0
Act 5 (N) Super B	18	63	-4	999	1	900	1024	12	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																							0
Act 5 (N) Super C	18	66	-4	999	1	900	1024	12	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																							0
Act 1 (H) Super A	18	67	-4	999	1	900	1024	12	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																							0
Act 1 (H) Super B	18	67	-4	999	1	900	1024	12	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																							0
Act 1 (H) Super C	18	68	-4	999	1	900	1024	12	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																							0
Act 2 (H) Super A	18	68	-4	999	1	900	1024	12	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																							0
Act 2 (H) Super B	18	69	-4	999	1	900	1024	12	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																							0
Act 2 (H) Super C	18	72	-4	999	1	900	1024	12	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																							0
Act 3 (H) Super A	18	73	-4	999	1	900	1024	12	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																							0
Act 3 (H) Super B	18	75	-4	999	1	900	1024	12	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																							0
Act 3 (H) Super C	18	78	-4	999	1	900	1024	12	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2																							0
Act 4 (H) Super A	18	81	-4						Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																							0
Act 4 (H) Super B	18	84	-4						Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																							0
Act 4 (H) Super C	18	87	-4						Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																							0
Act 5 (H) Super A	18	90	-4						Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2																							0
Act 5 (H) Super B	18	93	-4					50	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2																							0
Act 5 (H) Super C	18	96	-4					50	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																							0
Act 1 Super Ax	19	0	-4					50	Act 1 Uitem A	2	Act 1 Cpot A	2																							0
Act 1 Super Bx	19	5	-4	1010	1	1024	1024	10	Act 1 Uitem B	2	Act 1 Cpot B	2																							0
Act 1 Super Cx	19	9	-4	1010	1	983	1024	10	Act 1 Uitem C	2	Act 1 Cpot C	2																							0
Act 2 Super Ax	19	12	-4	1010	1	983	1024	10	Act 2 Uitem A	2	Act 2 Cpot A	2																							0
Act 2 Super Bx	19	15	-4	1010	1	983	1024	10	Act 2 Uitem B	2	Act 2 Cpot B	2																							0
Act 2 Super Cx	19	18	-4	1010	1	1024	1024	10	Act 2 Uitem C	2	Act 2 Cpot C	2																							0
Act 3 Super Ax	19	20	-4	1010	1	983	1024	10	Act 3 Uitem A	2	Act 3 Cpot A	2																							0
Act 3 Super Bx	19	22	-4	1010	1	983	1024	10	Act 3 Uitem B	2	Act 3 Cpot B	2																							0
Act 3 Super Cx	19	24	-4	1010	1	983	1024	10	Act 3 Uitem C	2	Act 3 Cpot C	2																							0
Act 4 Super Ax	19	26	-4	1010	1	1024	1024	10	Act 4 Uitem A	2	Act 4 Cpot A	2																							0
Act 4 Super Bx	19	29	-4	1010	1	983	1024	10	Act 4 Uitem B	2	Act 4 Cpot B	2																							0
Act 4 Super Cx	19	32	-4	1010	1	983	1024	10	Act 4 Uitem B	2	Act 4 Cpot B	2																							0
Act 5 Super Ax	19	34	-4	1010	1	983	1024	10	Act 5 Uitem A	2	Act 5 Cpot A	2																							0
Act 5 Super Bx	19	36	-4	1010	1	983	1024	10	Act 5 Uitem B	2	Act 5 Cpot B	2																							0
Act 5 Super Cx	19	38	-4						Act 5 Uitem C	2	Act 5 Cpot C	2																							0
Act 1 (N) Super Ax	19	40	-4						Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																							0
Act 1 (N) Super Bx	19	41	-4						Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																							0
Act 1 (N) Super Cx	19	42	-4						Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																							0
Act 2 (N) Super Ax	19	44	-4	1010	1	1024	1024	9	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																							0
Act 2 (N) Super Bx	19	45	-4	1010	1	1024	1024	9	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																							0
