index	*ID	*order	*copied	*legendary	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Boneflesh	89	89			0	1		1	1	46	51	plt	Plate Mail		5	5000	dgld	dgld						sock		2	2	oskill	Bone Storm	3	3	gethit-skill	Spirit Circle	16	25	oskill	Skeleton Sentry	3	3	oskill	Bone Sentry	3	3	prop-dmgtosummon		30	40	nec		2	2	lifesteal		4	9	prop-dmgtounholy		30	40														0
Rockfleece	90	90			0	1		1	1	57	62	fld	Field Plate		5	5000	dgry	dgry						oskill	Tectonic Claw	3	3	ass		2	2	mag%		30	40	dmg-mag		600	700	gethit-skill	Shotgun Bolts	12	20	oskill	Combination Strike	3	3	res-fire		70	80	prop-dmgtoearth		30	40	prop-dmgtoholy		30	40	oskill	Shotgun Bolts	3	3	pal		2	2	half-freeze		1	1		0
Tracery	91	91			0	1		1	1	58	62	gth	Gothic Plate		5	5000	dpur	dpur						sock		1	1	ac%		200	400	all-stats		50	80	ac		800	1000	ease		40	60	gethit-skill	Weaken	10	18																										0
Heart Of Gold	92	92			0	1		1	1	57	67	ful	Full Plate Mail		5	5000	oran			invfulu				oskill	Heavens Fury	3	3	prop-dmgtoholy		70	80	all-stats		20	40	gold%		175	175	dmg-undead		400	400	gethit-skill	Hammer Nova	20	25	prop-dmgtofragment		40	50	ac		200	500	crush		20	30	res-all		70	70										0
Victors Silk	93	93			0	1		1	1	57	63	aar	AncientArmor		5	5000	dblu			invaaru				kill-skill	Battle Orders	5	10	prop-dmgtonova		40	60	oskill	Wave Of Light	3	3	oskill	Bovine Barrier	3	3	att-skill	Wave Of Light	10	18	dru		2	2	pal		2	2	oskill	Fade	8	8	crush		15	20	res-all		40	40	enr		40	40	prop-dmgtoholy		40	50		0
Heavens Might	94	94	1	1	0	1		20	1	91	91	ltp	Light Plate		5	5000	lgld	lgld						prop-Torment		1	2	str		70	100	prop-heavensfurycd		1	1	ac		500	1000	hp%		8	13	light		30	50	ac%		200	300	lifesteal		20	50	pal		3	3	enr		30	70	gethit-skill	Holy Sword Strike	15	30						0
Pelta Lunata	95	95			0	1		1	1	4	8	buc	Buckler		5	5000	lblu			invbucu				sock		1	1	ac%		25	50	att-undead		100	400	att		300	400	hp/lvl	5			oskill	Weaken	3	3	res-ltng		30	35	res-fire		30	35	dex		20	30	oskill	Ice Queen	3	3										0
Umbral Disk	96	96			0	0		1	1	18	9	sml	Small Shield		5	5000	lgry			invsmlu				sock		1	1	att		155	155	att-undead		100	100	openwounds		67	67	res-ltng		67	67	red-mag		6	6	res-pois-len		232	232	res-cold	0	49	49	ac		50	60	res-fire		33	33	dmg-undead		232	232	str		62	62		0
Maidens Circle	97	97			0	1		1	1	27	30	lrg	Large Shield		5	5000	dgry			invlrgu				prop-spearsynergy		20	60	att		155	155	red-mag		100	100	all-stats		15	35	hp%		1	4	ac		25	350	hp		50	200	lifesteal		20	20	oskill	Fan Of Glaives	3	3	ease		60	60										0
Wall of the Eyeless	98	98			0	1		1	1	40	45	bsh	Bone Shield		5	5000	lgrn			invbshu				nec		2	2	oskill	Acid Skull	3	3	gethit-skill	Acid Skull	12	20	oskill	Corrosion	5	5	hp%		4	4	red-mag		100	100	res-pois-max		4	4	lifesteal		20	20	ac		300	350	dmg-max		80	80	dmg-undead		300	350	prop-dmgtofragment		30	40		0
Spikeback	99	99			0	1		1	1	40	42	spk	Spiked Shield		5	5000	lred			invspku				oskill	Flaming Spears	3	3	extra-fire		30	35	balance2		25	25	dmg-fire		600	800	lifesteal		10	10	gethit-skill	Volcanic Strike	8	18	res-cold		70	70	dex		30	40	str		30	40	dmg-max		50	50	ama		2	2						0
Steelclash	100	100			0	1		1	1	32	40	kit	Kite Shield		5	5000	blac			invkitu				sock		1	1	extra-cold		20	25	oskill	Frostflower	3	3	prop-dmgtofragment		30	40	oskill	Judgement Cross	3	3	gethit-skill	Wave of Force	12	15	dmg-cold		500	500	dmg-mag		600	600	pal		2	2	dmg-max		50	50	ac		300	350	hp		200	250		0
Bverrit Keep	101	101			0	0		1	1	39	19	tow	Tower Shield		5	5000	lblu			invtowu				sock		1	1	red-dmg		7	7	hp/lvl	10			gethit-skill	71	15	3	abs-cold%		36	36	regen		22	22	dmg-to-mana		20	20	dmg-demon		491	491	skilltab	12	2	2	att-undead		175	175	dmg-pois	100	39	39	red-mag		11	11		0
Shield Of The Dark Dimension	102	102	1	1	100	1		20	1	91	91	gts	Gothic Shield		5	5000	whit	whit		invgtsu				sock		1	1	prop-maxhptolongevity		30	40	ac%		500	500	res-all-max		4	4	red-mag		100	100	oskill	Dodge	3	3	oskill	Evade	3	3	oskill	Avoid	3	3	ac		450	500	ease		50	50	dmg-max		70	70	prop-Torment		1	2		0
The Hand of Broc	103	103			0	1		1	1	10	15	lgl	Gloves		5	5000	cblu	cblu						dmg%		100	300	red-dmg		50	80	swing1		10	40	gethit-skill	Slow Missiles	15	10	hp		125	150	mana		100	200	red-mag		50	80	deadly		20	20	ease		80	80														0
Rajjins Wraps	104	104			0	1		1	1	25	27	vgl	Heavy Gloves		5	5000	oran	oran						sor		2	2	pal		2	2	swing1		10	40	cast1		10	40	hp		125	175	oskill	Righteous FIre	3	3	oskill	Electromagnetic	3	3	oskill	Frostflower	3	3																		0
Thicket Grips	105	105			0	1		1	1	28	33	mgl	Bracers		5	5000	lred	lred						ama		2	2	dru		2	2	prop-dmgtowind		30	45	cast1		10	40	swing1		10	40	oskill	Wind Strike	3	3	oskill	Sweeping Gale	3	3	oskill	Guardian Of Wind	6	6	ac		200	250	move2		20	25	att		300	500	res-fire		50	60		0
Magefist	106	106			0	1		1	1	37	50	tgl	Light Gauntlets		5	5000	lgry	lgry						oskill	Detonating Claw	3	3	oskill	Fridgid Claw	3	3	oskill	Tesla Claw	3	3	att-skill	Chi Burst	7	12	hp		125	175	swing1		10	40	oskill	Claw Mastery	3	3	gethit-skill	Enchant	5	12	gethit-skill	Lightning Speed	5	12	gethit-skill	Frostborne	5	12										0
Stone Gauntlets	107	107			0	1		1	1	40	50	hgl	Gauntlets		5	5000	dred	dred						prop-dmgtoearth		40	60	att		700	800	oskill	Bone Spikes	3	3	oskill	Rocksplit	3	3	oskill	Avalanche	3	3	hp		250	300	att-skill	Rocksplit	10	25	dex		30	30	str		30	30	dmg%		200	200	ease		40	40	ac		500	500		0
Sickly Walkers	108	108			0	1		1	1	10	15	lbt	Leather Boots		5	5000	cred	cred						red-mag		1	60	gethit-skill	Toxic Gases	5	10	gethit-skill	Poison Vials	5	10	oskill	Venom	3	3	move3		1	20																														0
Gorefoot	109	109			0	1		1	1	18	24	vbt	Heavy Boots		5	5000	dblu	dblu						sock		1	1	deadly		1	30	res-all		10	40	hp		50	100	move3		10	40	fire-max		100	600	cold-max		100	600	att		100	500	balance1		20	50	lifesteal		1	20	allskills		1	1						0
Step Of Pure Grit	110	110			0	1		1	1	25	32	mbt	Chain Boots		5	5000	lgrn	lgrn						move2		-49	-49	ac		500	500	hp		300	350	oskill	Holy Shield	5	5	gethit-skill	Weaken	20	15	reduce-ac		12	12																										0
Goblin Toe	111	111			0	1		1	1	36	40	tbt	Light Plate Boots		5	5000	dgry	dgry						mag%		60	70	gold%		60	70	oskill	Boon Of The Hoarder	3	3	oskill	Lucky Stars	3	3	move3		10	40	gethit-skill	Teleport	15	1	oskill	Flame Cloak	12	12	ac		125	300	att		400	500														0
Wardens Escape	112	112			0	1		1	1	55	60	hbt	Plate Boots		5	5000	dgrn	dgrn						move2		40	40	hp		250	350	oskill	Dodge	3	3	oskill	Avoid	3	3	oskill	Evade	3	3	res-all-max		5	5	ac		700	800	ease		60	60	balance3		50	50	ama		2	2	gethit-skill	Slow Missiles	15	20						0
Belt Of Hatred	113	113			0	1		1	1	8	8	lbl	Sash		5	5000	cgrn	cgrn						allskills		1	1	all-stats		15	20	gethit-skill	Mind Blast	12	8	hp		75	100	ac		75	100	ease		30	30	balance3		10	30	swing3		10	30	att		200	300														0
Snakecord	114	114			0	1		1	1	18	22	vbl	Light Belt		5	5000	blac	blac						oskill	Festering Claw	2	2	oskill	Corrosion	2	2	hp		150	175	oskill	Venom	2	2	att		300	300	ass		1	1	reduce-ac		8	10																						0
Shadestrap	115	115			0	1		1	1	50	50	mbl	Belt		5	5000	lyel	lyel						oskill	Fade	25	25	oskill	Dodge	10	10	oskill	Slow Missiles	10	10	ass		3	3	nec		3	3	prop-marksmanship		50	150	balance2		60	60	swing2		30	80																		0
Goldwrap	116	116			0	0		1	1	54	59	tbl	Heavy Belt		5	5000	lblu	lblu						o																																																	0
Strap Of Crusades	117	117			0	1		1	1	58	60	hbl	Girdle		5	5000	dyel	dyel						gethit-skill	Hammer Nova	15	25	oskill	Hammer Master	3	3	oskill	Runic Hammer	3	3	move3		30	40	cast2		30	50	oskill	Hammer Nova	3	3	att		500	700	hp		250	350	str		40	60	dex		30	50	pal		1	2	oskill	Ravager	5	10		0
Auradin's Trinket	118	118	1	1	100	1		20	1	91	91	amu	Amulet		5	5000	lgld							synergybonus-paladinelementalauradamage		100	110	hp		350	400	enr		1	50	extra-fire		1	50	extra-cold		1	50	extra-ltng		1	50	skillmod-auracooldownelemental		5	5	pal		3	3	prop-Torment		1	2	ignore-ac		1	1	enr%		2	2	oskill	Ravager	10	10		0
Goblins Eye	119	119			0	1		1	1	50	50	amu	Amulet		5	5000	dgld							hp		400	400	pal		2	2	prop-BOTHdoublemfbonus		1	1																																						0
Grand Protector Of The Maiden	120	120	1	1	100	1		20	1	91	91	amu	Amulet		5	5000	lpur							prop-lifeandmanaafterkilltospearmaiden		400	500	prop-Torment		1	2	oskill	Wind Strike	3	3	oskill	Shattering Javelin	3	3	oskill	Flaming Spears	3	3	oskill	Lightning Fury	3	3	oskill	Fan Of Glaives	3	3	aura	Master Of Magic	1	3	spearsynergy		70	70	ignore-ac		1	1	pierce-immunity-damage		10	12						0
Ring of Humbled Dreams	121	121			0	1		1	1	30	30	rin	Ring		5	5000	dpur							maxchainhits-snowball		1	1	maxchainhits-stormstrike		1	1	maxchainhits-volcanicstrike		1	1	allskills		1	1	extra-fire		20	20	extra-cold		20	0	extra-ltng		20	20	res-all		40	40	hp		100	100	gethit-skill	Eldritch Fire	20	10										0
Blood Signet	122	122			0	1		1	1	55	55	rin	Ring		5	5000	oran							nec		2	2	prop-bloodskilldamage		50	70	dex		10	40	hp		150	300	dmg-max		100	100	mana		100	700	res-all		10	50	enr		10	40	att-skill	Rupture	10	38	oskill	Harbinger	3	3	reduce-ac		10	12						0
The Stone of Jordan	123	123			0	1		1	1	80	80	rin	Ring		5	5000	dgld	dgld						allskills		3	3	all-stats		50	50	hp		50	400	mana		100	800	swing1		30	50	cast1		30	50	oskill	Frostborne	1	1	oskill	Lightning Speed	1	1	oskill	Enchant	1	1	oskill	Bloodborne	1	1									1	0
Amulet of the Viper	124	124			0	1		1	1	0	0	vip	Amulet		5	5000	lgry							sock		1	1	res-pois		25	25	hp		5	5			0	0			0	0			0	0			0	0																						0
Staff of Kings	125	125			0	1		1	1	0	0	msf	Staff		5	5000	dgry							sock		1	1	swing3		50	50			0	0			0	0			0	0			0	0			0	0																						0
Horadric Staff	126	126			0	1		1	1	0	0	hst	Staff		5	5000	blac							sock		1	1	res-pois		25	25	hp		5	5	res-all		10	10	swing3		50	50			0	0			0	0																						0
Hell Forge Hammer	127	127			0	1		1	1	0	0	hfh	Hammer		5	5000	cred							sock		1	1	fire-max		20	20	res-fire		40	40	ac		35	35			0	0			0	0			0	0																						0
KhalimFlail	128	128			0	1		1	1	0	0	qf1	Flail		5	5000	dblu							sock		1	1	ltng-max		20	20	swing3		50	50	att		40	40			0	0			0	0			0	0																						0
SuperKhalimFlail	129	129			0	1		1	1	0	0	qf2	Flail		5	5000	dblu							sock		1	1	ltng-max		40	40	swing3		50	50	att		40	40	manasteal		6	6	lifesteal		6	6			0	0																						0
Expansion	130	130							1																																																																0
Coldkill	131	131			100	1		1	1	66	72	9ha	Hatchet		5	5000	cblu	cblu		invhaxu				dmg-cold		700	800	extra-cold		40	45	oskill	Frostborne	3	3	oskill	Frenzy	3	3	hit-skill	Cold Rend	15	30	dmg%		300	375	swing2		30	40	bar		3	3	att		300	800	res-all		30	30	str		50	50						0
Hearthsplit	132	132			100	1		1	1	68	74	9ax	Cleaver		5	5000	cblu	cblu		invaxeu				dmg-norm		50	50	dru		3	3	swing3		50	50	oskill	Splitting Earth	3	3	prop-dmgtoearth		40	50	dmg%		300	375	str		50	50	crush		15	15	dex%		5	5	ac		350	350	gethit-skill	Mind Blast	12	20						0
Grounded Gale	133	133			100	1		1	1	76	81	92a	Twin Axe		5	5000								att-skill	Shaman Strike	15	20	prop-dmgtowind		50	70	swing3		50	50	gethit-skill	Wind Strike	10	20	att-skill	Axe Storm	12	20	dmg%		300	375	str		50	50	crush		15	15	dex%		5	5	ac		350	350	dex%		6	6						0
Pompe's Wrath	134	134			100	1		1	1	79	84	9mp	Crowbill		5	5000	cred	cred		invmpiu				att-skill	Stonefist	8	28	prop-dmgtoearth		60	70	gethit-skill	Forcewave	12	28	oskill	Stone Spears	3	3	dru		4	4	dmg%		300	400	str%		8	8	dex%		8	8	ac		350	350	att		700	900	dmg-demon		265	265						0
Guardian Naga	135	135			100	1		1	1	84	89	9wa	Naga		5	5000								pierce-immunity-damage		20	25	gethit-skill	Mind Blast	12	20	dmg%		300	450	bar		4	4	dmg-norm		100	100	att		700	800	ac		600	800	crush		15	15	hit-skill	Splitting Earth	12	30	dmg-cold		800	800	dmg-fire		800	800	dmg-ltng		800	800		0
Warlord's Trust	136	136			100	1		1	1	64	72	9la	Military Axe		5	5000	whit	whit						oskill	Volcanic Shout	3	3	oskill	Electrical Storm	3	3	gethit-skill	Volcanic Shout	8	20	gethit-skill	Electrical Storm	8	20	dmg-norm		100	100	bar		3	3	cast2		40	50	enr%		7	7	prop-dmgtohoming		70	80	dmg-norm		100	100	hp		200	350						0
Subsonic Slay	137	137			100	1		1	1	75	83	9ba	Tabar		5	5000	whit	whit						prop-hfproj		4	4	att-skill	Hellfire	30	28	extra-fire		30	40	prop-dmgtoearth		50	60	gethit-skill	Hellfire	25	28	bar		6	6	cast2		30	30	dex%		5	5	oskill	Mind Blast	15	15	dmg-norm		100	100	hp		200	350						0
Stormrider	138	138			100	1		1	1	75	83	9bt	Tabar		5	5000	lred	lred		inv9btu				prop-maxtargetstoelectricalstorm		4	4	att-skill	Electrical Storm	30	28	extra-ltng		30	40	prop-dmgtohoming		50	60	gethit-skill	Electrical Storm	25	28	bar		6	6	cast2		30	30	dex%		5	5	oskill	Eldritch Fire	15	15	dmg-norm		100	100	hp		200	350						0
Helios	139	139			100	1		1	1	75	83	9ga	Gothic Axe		5	5000				invgaxu				oskill	Moo Moo Martial Artist	3	3	oskill	Stonefist	3	3	att-skill	Stonefist	20	30	prop-dmgtoearth		100	120	dru		6	6	att-skill	Frigid Winds	12	20	dex%		5	5	oskill	Bloodborne	4	4	dmg-norm		100	100	dmg%		300	400	hp		200	350						0
The Minataur	140	140			100	1		1	1	75	83	9ba	Tabar		5	5000				inv9giu				prop-maxtargetstovolcanicshout		3	5	att-skill	Volcanic Shout	30	28	extra-fire		30	40	prop-dmgtohoming		50	60	gethit-skill	Volcanic Shout	25	28	bar		6	6	cast2		30	30	dex%		5	5	oskill	Eldritch Fire	15	15	dmg-norm		100	100	hp		200	350						0
Suicide Branch	141	141			100	1		1	1	61	70	9wn	Burnt Wand		5	5000								death-skill	Shadow CLaw	100	60	death-skill	Blood Nova	100	60	death-skill	Bone Spikes	100	60	death-skill	Ghostly Daggers	100	60	death-skill	Fan Of Knives	100	60	oskill	Fan Of Glaives	20	20	ass		3	3	nec		3	3	aura	Conviction	7	7	hp%		6	6	enr%		10	10	ease		150	150		0
Cold Death	142	142	1	1	100	1		20	1	91	91	7bw	Petrified Wand		5	5000	cblu	cblu						nec		3	3	sor		3	3	hit-skill	Wave of Force	20	30	att-skill	Blood Geysers	10	40	prop-coldrrtoff		1	1	gethit-skill	Wave of Force	25	30	res-all		10	100	att		100	1200	dmg-cold		1000	1000	prop-Torment		1	2	att		100	300	enr		10	70		0
Arm of King Leoric	143	143			100	1		1	1	60	70	9bw	Tomb Wand		5	5000				invbwnu				oskill	Spirit Circle	3	3	gethit-skill	Spirit Circle	28	35	move2		20	20	prop-dmgtounholy		50	80	nec		4	4	oskill	Harbinger	3	3	oskill	Weaken	12	12	res-mag		20	30	bothdr		90	105	enr%		4	6	res-all-max		3	3						0
Blackhand Key	144	144			100	1		1	1	73	81	9gw	Grave Wand		5	5000	blac	blac		inv9gwu				oskill	Acid skull	3	3	gethit-skill	Acid skull	6	40	oskill	Corrosion	5	10	prop-dmgbombardment		30	40	nec		3	3	extra-pois		80	100	ac		1100	1100	pierce-pois		30	40	hp		400	400	bothdr		180	210										0
Retribution	145	145			100	1		1	1	63	69	9cl	Cudgel		5	5000	dgld	dgld		invclbu				oskill	Vengence	15	15	pal		3	3	dmg-elem		600	600	res-all-max		5	5	block		40	40	oskill	Holy Shield	3	3	ac		400	500	att		100	1200	gethit-skill	Eldritch Fire	12	12	enr%		4	4	dex%		4	4						0
Zakarum's Hand	146	146			100	1		1	1	67	72	9sc	Rune Scepter		5	5000	whit	whit						aura	Conviction	10	10	aura	Fanaticism	10	10	dmg%		400	500	prop-dmgbombardment		60	70	gethit-skill	Falling Cinder	8	35	gethit-skill	Lightning Rod	8	35	ac		700	900	att		100	1200	oskill	Eldritch FIre	10	10	str%		4	4	vit%		2	2						0
The Fetid Sprinkler	147	147			100	1		1	1	71	79	9qs	Holy Water Sprinkler		5	5000	lred							oskill	Molten Smash	14	18	pal		3	3	prop-dmgtomeleeexplosion		40	50	gethit-skill	Frigid Winds	12	25	att-skill	Molten Smash	18	25	dmg-mag		1000	1000	dmg-fire		1000	1000	pierce-fire		20	30	extra-fire		15	20	att		1000	1000	ease		25	25						0
Hand of Blessed Light	148	148			100	1		1	1	80	83	9ws	Divine Scepter		5	5000	lyel							aura	Redemption	3	3	dmg%		200	400	oskill	Enchant	1	8	oskill	Lightning Speed	1	8	pal		4	4	dmg-mag		600	1000	hp		350	500	light		40	80	hit-skill	Judgement Cross	21	35	att		800	1000	gethit-skill	Judgement Cross	20	40	hp%		13	13		0
Fleshrender	149	149			100	1		1	1	75	82	9sp	Barbed Club		5	5000	blac			invspcu				prop-forcewavemaxchainhits		3	3	oskill	Forcewave	3	3	att-skill	Forcewave	16	32	oskill	Bloodborne	5	10	gethit-skill	Bone Spikes	12	35	prop-dmgtoearth		40	80	hp		350	500	ac		175	450	swing2		35	45	str%		4	4	vit%		2	2						0
Core Splitter	150	150			100	1		1	1	85	85	9ma	Flanged Mace		5	5000								pal		3	3	dmg%		300	400	oskill	Mace Toss	3	3	gethit-skill	Mind Blast	16	20	pierce-immunity-damage		20	25	att-skill	Forcewave	25	40	prop-dmgtohoming		60	70	prop-dmgtoearth		50	60	hp		250	300	dex%		5	5	dru		3	3						0
Starfall	151	151			100	1		1	1	91	91	9mt	Jagged Star		5	5000				invmstu				oskill	Thunderous Mace	3	3	dmg%		300	400	oskill	Mace Mastery	3	3	att-skill	Herald Of Thunder	18	40	bar		4	4	dmg-ltng		800	900	prop-dmgtobombardment		60	70	hp		250	300	dex%		5	5	balance2		30	40	crush		25	25	extra-ltng		30	40		0
Baezil's Vortex	152	152			100	1		1	1	79	85	9fl	Knout		5	5000	dblu	dblu						prop-defensetolongevity		200	200	dmg%		300	400	pal		4	4	oskill	99	3	3	dmg-ltng		600	1000	dmg-mag		600	1000	hp		400	500	gethit-skill	Judgement Cross	20	40	balance2		40	40	dex%		5	5	crush		15	15						0
Wave Render	153	153			100	1		1	1	85	85	9wh	Battle Hammer		5	5000								sock		1	1	pal		5	5	dmg%		200	400	hit-skill	Electromagnetic Wave	30	35	dmg-ltng		1200	1400	res-ltng		120	120	str%		6	6	swing2		40	60	pierce-immunity-light		15	25	hp		200	450	ease		50	50	hp%		5	5		0
Mysterious Hammer	154	154			100	1		1	1	84	90	9m9	War Club		5	5000	dred							pal		4	4	oskill	Runic Hammer	3	3	oskill	Frostflower	3	3	dmg-cold		1000	1000	extra-cold		40	50	att-skill	Cold Rend	20	25	att		500	1000	pierce-immunity-cold		15	20	balance2		40	40	str%		4	4	ease		50	50	hp%		5	5		0
The Gavel of Dreams	155	155			100	1		1	1	79	85	9gm	Martel de Fer		5	5000				inv9gmu				pal		3	3	oskill	Shotgun Bolts	3	3	cast2		60	60	pierce-immunity-magic		15	18	gethit-skill	Shotgun Bolts	12	30	prop-dmgtoholy		60	70	enr		40	50	balance2		40	50	ac		500	600	mag%		60	60	enr%		6	6	hp%		5	5		0
Bloodletter	156	156			100	1		1	1	57	62	9ss	Gladius		5	5000	cred	cred						att-skill	Bleeding Heart	18	22	swing2		40	50	lifesteal		15	25	oskill	Frenzy	3	3	bar		3	3	deadly		20	40	aura	Conviction	3	3	hp		150	200	prop-bloodskilldamage		50	60	kill-skill	Blood Nova	3	25										0
Coldsteel Eye	157	157			100	1		1	1	58	70	9sm	Cutlass		5	5000	dgry			invscmu				hit-skill	Cold Rend	15	30	pierce-immunity-cold		10	12	lifesteal		15	25	gethit-skill	Cold Rend	15	30	enr%		3	3	reduce-ac		25	25	oskill	Frost Cloak	15	15	hp		200	250	nofreeze		1	1	dmg%		300	400										0
Hexfire	158	158			100	1		1	1	61	70	9sb	Shamshir		5	5000				invsbru				bar		4	4	oskill	Volcanic Shout	3	3	att-skill	Volcanic Shout	15	35	oskill	Fire Mastery	3	3	dmg%		300	450	deadly		20	40	str%		4	6	hp		250	300	swing2		30	50	kill-skill	Eldritch Fire	4	15	res-all		40	60						0
Blade of Ali Baba	159	159			100	1		1	1	64	72	9fc	Tulwar		5	5000	cred	cred						oskill	Guardian Of Wind	6	9	att-skill	Razor Winds	18	25	hp		200	250	dmg%		300	400	res-all		20	40	deadly		20	40	prop-dmgtowind		40	50	ac		125	300	swing2		30	40	kill-skill	Wind Strike	3	15										0
Ginther's Rift	160	160			100	1		1	1	67	76	9cr	Dimensional Blade		5	5000	dgld	dgld		inv9cru				oskill	Teleport	12	12	att-skill	Teleport	22	25	gethit-skill	Teleport	22	25	kill-skill	Firefury	5	30	dmg%		300	450	deadly		20	40	prop-dmgtonova		40	80	oskill	Swordsplosion	3	3	oskill	Frenzy	3	3	pierce-immunity-damage		15	18	crush		15	15						0
Headstriker	161	161			100	1		1	1	75	81	9ws	Divine Scepter		5	5000	bwht	bwht						additionalprojectiles-cursedhammer		1	1	oskill	Shotgun Bolts	3	3	att-skill	Shotgun Bolts	18	30	prop-dmgtomultishot		40	60	prop-dmgtoholy		30	60	light		40	50	gethit-skill	Warrior Of Light	5	45	att		900	1023	pal		2	3	pierce-immunity-magic		13	14										0
Plague Bearer	162	162			100	1		1	1	73	82	9ls	Rune Sword		5	5000	lgrn			inv9lsu				att-skill	Acid Cloud	18	25	kill-skill	Acid Cloud	4	25	pierce-immunity-poison		10	15	dmg-pois	25	3000	3000	oskill	Corrosion	7	7	prop-dmgbombardment		40	60	ac		700	800	att		700	900	oskill	Venom	8	8	gethit-skill	Festering Claw	20	20	crush		15	15						0
The Fanatics Choice	163	163			100	1		1	1	75	83	9wd	Ancient Sword		5	5000	lblu	lblu						bar		4	4	swing3		50	50	oskill	Frenzy	3	3	att-skill	Mind Blast	20	20	dmg%		300	450	deadly		20	40	aura	Fanaticism	10	10	dmg-cold		600	600	dmg-fire		600	600	dmg-ltng		600	600	dex%		6	6	str%		6	6		0
Hatori Hanzo 	164	164			100	1		1	1	75	84	92h	Espadon		5	5000	lgld			inv2hsu				bar		4	4	swing2		40	45	oskill	Zantetsuken	3	3	kill-skill	Zantetsuken	6	30	oskill	Mind Blast	5	5	oskill	Intimidation	3	3	aura	Fanaticism	10	10	dmg-mag		700	1000	pierce-immunity-damage		15	20	str%		4	4	dex%		4	4	crush		12	12		0
Rune Sword	165	165			100	1		1	1	76	85	9cm	Dacian Falx		5	5000								climandholyswordsynergybonus		100	120	oskill	Climhazard	3	3	oskill	Holy Sword Strike	3	3	pal		4	4	dmg-demon		400	400	pierce-immunity-magic		20	20	gethit-skill	Warrior Of Light	5	45	att		800	800	hp		200	450	kill-skill	Wave Of Light	5	35	dex		50	60	dmg-mag		1200	1200		0
The Vile Husk	166	166			100	0		1	1	78	87	9gs	Tusk Sword		5	5000	dgry	dgry		invgisu				sock		1	1	ac		230	230	dmg-cold	125	112	112	manasteal		24	24	light		11	11	att/lvl	10			hp		102	102	res-all		26	26	swing2		61	61	mana%		53	53	oskill	106	8	8						0
Seiken Slash	167	167			100	1		1	1	79	86	9b9	Gothic Sword		5	5000				invbswu				att-skill	Cross Slash	25	30	prop-dmgtoholy		60	70	pal		3	3	dmg%		300	400	light		40	40	oskill	Warrior Of Light	3	3	oskill	Holy Sword Strike	3	3	res-all		30	50	hp		250	300	prop-dmgbombardment		30	50	swing2		30	40	crush		12	12		0
Baal Bladeborn	168	168			100	1		1	1	81	89	9fb	Zweihander		5	5000				inv9fbu				sock		1	1	att-skill	Climhazard	12	30	kill-skill	Climhazard	5	25	bar		4	4	str		100	100	pierce-immunity-damage		12	15	gethit-skill	Warrior Of Light	5	20	gethit-skill	Bloodborne	5	20	hp		200	450	prop-dmgbombardment		50	70	ac		500	500	res-all		50	60		0
Calamity	169	169			100	1		1	1	82	90	9gd	Executioner Sword		5	5000	bwht	bwht		invgsdu				att-skill	Volcanic Strike	10	30	att-skill	Flaming Sword Nova	10	30	att-skill	Wave Of Light	10	30	pierce-immunity-magic		12	15	pierce-immunity-fire		12	15	dmg-mag		1200	1200	dmg-fire		1200	1200	gethit-skill	Enchant	3	10	gethit-skill	Lightning Speed	3	10	oskill	Frenzy	3	3	res-all		50	60	str%		6	6		0
Spineripper	170	170			100	1		1	1	60	67	9dg	Poignard		5	5000								nec		3	3	dmg%		200	400	att		800	900	oskill	Bone Spikes	3	3	gethit-skill	Forcewave	10	26	prop-dmgtoearth		50	70	dex%		5	7	res-cold-max		6	6	oskill	Venom	9	9	kill-skill	Mind Blast	5	20	reduce-ac		12	12						0
Heart Carver	171	171			100	1		1	1	66	75	9di	Rondel		5	5000								bar		3	3	dmg%		200	400	att		800	900	att-skill	Bone Spikes	20	30	prop-bonespikesmaxtargets		4	4	prop-dmgtoearth		60	70	oskill	Frenzy	3	3																						0
