description	enabled	*order	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Test	1	166			100					5	"tsc,qty=5"								100	1																																																																																					0
hammer of superior upgrading + armor = exceptional armor	1	167			100					2	"armo,bas"	hsa						"useitem,mod,exc"			100																																																																																				0
hammer of superior upgrading + weapon = exceptional weapon	1	168			100					2	"weap,bas"	hsa						"useitem,mod,exc"			100																																																																																				0
2 hammers of superior upgrading + armor =  elite armor	1	169			100					3	"armo,exc"	"hsa,qty=2"						"useitem,mod,eli"			100																																																																																				0
2 hammers of superior upgrading + weapon = elite weapon	1	170			100					3	"weap,exc"	"hsa,qty=2"						"useitem,mod,eli"			100																																																																																				0
upgrade test	1	171			0	16	496	9		2	weap	tsc						Darklight	100		100	prop-upgrade			10	10																																																																															0
Grand Rune of Harmony= all runes for harmony	1	172			100					4	r03	r06	r12	r18				Rune Of Harmony	100																																																																																						0
Grand Rune Of The Immolated	0	173			100					2	Arrows Of The Immolated	tsc						Grand Rune Of The Immolated	100																																																																																						0
GR Rune of Ancients Pledge = all runes for Ancients Pledge runeword	1	174			100					3	r07	r08	r09					Rune of Ancients Pledge	100																																																																																						0
GR Rune of Edge = all runes for Edge runeword	1	175			100					3	r03	r07	r11					Rune Of Edge	100																																																																																						0
GR Rune of Holy Thunder = all runes for Holy THunder runeword	1	176			100					4	r05	r08	r09	r07				Rune Of Holy Thunder	100																																																																																						0
GR Rune of Honor = all runes for Honor runeword	1	177			100					5	r11	r01	r06	r03	r12			Rune Of Honor	100																																																																																						0
GR Rune of Hustle = all runes for Hustle runeword	1	178			100					3	r13	r18	r02					Rune Of Hustle	100																																																																																						0
GR Rune of Strength = all runes for Strength runeword	1	179			100					2	r11	r03						Rune Of Strength	100																																																																																						0
GR Rune of Steel = all runes for Steel runeword	1	180			100					2	r03	r01						Rune Of Steel	100																																																																																						0
GR Rune of Stealth = all runes for Stealth runeword	1	181			100					2	r07	r05						Rune Of Stealth	100																																																																																						0
GR Rune of Zephyr = all runes for Zephyr runeword	1	182			100					2	r09	r05						Rune Of Zephyr	100																																																																																						0
GR Rune of Insight = all runes for Insight runeword	1	183			100					4	r08	r03	r07	r12				Rune Of Insight	100																																																																																						0
WSS + gloves = Add stats and increase att requirement	1	184			100					2	glov	wss						useitem	100		100	str	50		5	10	ease			40	40	enr	50		5	10	dex	50		5	10	vit	50		5	10																																																											0
WSS + belt = Add stats and increase att requirement	1	185			100					2	belt	wss						useitem	100		100	str	50		5	10	ease			40	40	enr	50		5	10	dex	50		5	10	vit	50		5	10																																																											0
Elemental dust  + gloves = add elemental dmg and increase att requirements	1	186			100					2	glov	emd						useitem	100		100	extra-cold	50		5	10	ease			40	40	extra-fire	50		5	10	extra-ltng	50		5	10																																																																0
Elemental dust  + belt = add elemental dmg and increase att requirements	1	187			100					2	belt	emd						useitem	100		100	extra-cold	50		5	10	ease			40	40	extra-fire	50		5	10	extra-ltng	50		5	10																																																																0
Grand charm augmentor + Grand Charm = reroll grand charm	1	188			100					2	gr1	lcha						lcha	100																																																																																						0
rod + thunder orb = add magic dr ltng dmg% and increase att requirements	1	189			100	16	496	9		2	wand	tho						useitem	100		100	ease			35	35	extra-ltng			15	15	prop-upgrade			1	1	red-mag			80	80																																																																0
rod + ice orb = add magic dr, cold dmg% and increase att requirements	1	190			100	16	496	9		2	wand	ico						useitem	100		100	ease			35	35	extra-cold			15	15	prop-upgrade			1	1	red-mag			80	80																																																																0
rod + fire orb = add magic dr, fire dmg% and increase att requirements	1	191			100	16	496	9		2	wand	fio						useitem	100		100	ease			35	35	extra-fire			15	15	prop-upgrade			1	1	red-mag			80	80																																																																0
orb+ thunder orb =  add ltng dmg% , magic dr and increase att requirements	1	192			100	16	496	9		2	orb	tho						useitem	100		100	ease			35	35	extra-ltng			15	15	prop-upgrade			1	1	red-mag			80	80																																																																0
orb + ice orb = add cold dmg%, magic dr  and increase att requirements	1	193			100	16	496	9		2	orb	ico						useitem	100		100	ease			35	35	extra-cold			15	15	prop-upgrade			1	1	red-mag			80	80																																																																0
orb + fire orb =  add fire dmg% , magic dr and increase att requirements	1	194			100	16	496	9		2	orb	fio						useitem	100		100	ease			35	35	extra-fire			15	15	prop-upgrade			1	1	red-mag			80	80																																																																0
whetstone+ hammer of upgrading= ashes of upgrading	1	195			100					2	hoa	wts						aou	100																																																																																						0
ashes of upgrading + weapon = enhanced damage, health  and attack rating, increase in att requirements	1	196			100	16	496	9		2	weap	aou						useitem	100		100	ease			30	30	dmg%			70	70	att			350	350	hp			120	120	prop-upgrade			1	1																																																											0
fire whetstone+ hammer of upgrading= molten ashes of upgrading	1	197			100					2	hoa	fws						mao	100																																																																																						0
molten ashes of upgrading + weapon = fire damage, health  and attack rating, increase in att requirements	1	198			100	16	496	9		2	weap	mao						useitem	100		100	ease			30	30	prop-upgrade			1	1	att			350	350	hp			120	120	dmg-fire			750	750																																																											0
thunder whetstone+ hammer of upgrading= stormy ashes of upgrading	1	199			100					2	hoa	tws						sau	100																																																																																						0
stormy ashes of upgrading + weapon = lightning damage, health  and attack rating, increase in att requirements	1	200			100	16	496	9		2	weap	sau						useitem	100		100	ease			30	30	prop-upgrade			1	1	att			350	350	hp			120	120	dmg-ltng			750	750																																																											0
cold whetstone+ hammer of upgrading= fridgid ashes of upgrading	1	201			100					2	hoa	cws						fau	100																																																																																						0
fridgid ashes of upgrading + weapon = cold damage, health  and attack rating, increase in att requirements	1	202			100	16	496	9		2	weap	fau						useitem	100		100	ease			30	30	prop-upgrade			1	1	att			350	350	hp			120	120	dmg-cold			750	750																																																											0
shield + lovers stone = max life% and increase att	1	203			100	16	496	9		2	shld	lvs						useitem	100		100	ease			30	30	hp%			5	5	ac			200	200	hp			100	100	prop-upgrade			1	1																																																											0
amulet+ opal= add FCR, move speed and increase char lvl req	1	204			100	16	496	9		2	amul	opa						useitem	100		100	cast2			7	7	levelreq			10	10	move2			7	7	prop-upgrade			1	1																																																																0
amulet+ stone of Vital Winds= wind skill damage, move speed and increase char levl req	1	205			100	16	496	9		2	amul	svw						useitem	100		100	prop-dmgtowind			10	10	levelreq			8	8	move2			7	7	prop-upgrade			1	1																																																																0
amulet+ fragmented stone = fragment skill damage and increase char levl req	1	206			100	16	496	9		2	amul	fms						useitem	100		100	prop-dmgtofragment			10	10	levelreq			8	8	prop-upgrade			1	1																																																																					0
amulet+ stone of precision = homing skill damage and increase char levl req	1	207			100	16	496	9		2	amul	sop						useitem	100		100	prop-dmgtohoming			10	10	levelreq			8	8	prop-upgrade			1	1																																																																					0
amulet+ stone of bombardment = bombardment skill damage and increase char levl req	1	208			100	16	496	9		2	amul	sob						useitem	100		100	prop-dmgbombardment			10	10	levelreq			8	8	prop-upgrade			1	1																																																																					0
amulet+ stone of repetition = chained skill damage and increase char levl req	1	209			100	16	496	9		2	amul	sor						useitem	100		100	prop-dmgtochained			10	10	levelreq			8	8	prop-upgrade			1	1																																																																					0
amulet+ exploded stone = melee explosion skill damage and increase char levl req	1	210			100	16	496	9		2	amul	exs						useitem	100		100	prop-dmgtomeleeexplosion			10	10	levelreq			8	8	prop-upgrade			1	1																																																																					0
amulet+ stone of novas = nova skill damage and increase char levl req	1	211			100	16	496	9		2	amul	son						useitem	100		100	prop-dmgtonova			10	10	levelreq			8	8	prop-upgrade			1	1																																																																					0
amulet+ stone of multiple shots = multishot skill damage and increase char levl req	1	212			100	16	496	9		2	amul	som						useitem	100		100	prop-dmgtomultishot			10	10	levelreq			8	8	prop-upgrade			1	1																																																																					0
amulet+ stone of winds = wind skill damage and increase char levl req	1	213			100	16	496	9		2	amul	sow						useitem	100		100	prop-dmgtowind			10	10	levelreq			8	8	prop-upgrade			1	1																																																																					0
