Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
sandraider1	29	sandraider1	sandraider2	0	SandRaider	sandraider1		sandraider	SandRaider		SR	1													2	3		5	5	50	13	43	74	sandraider	sandraider	10	15	14	13				40	40	40	70	70	40	75	80	85	70	75	85	18	12	9				50	50	50													1	1									1			1	1							1					Fire Hit	seq_firehit	1																						100	75	66	-50	-45	-40													26	35	40	30	50	28	2				15	15	15	5	272	422	168	234	124	144	350	124	144	360	160	200	500	270	360	220	260	130	143	193	130	143	180	80	100	250	270	360	110	130	65	72	175	110	121	180	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
sandraider2	30	sandraider1	sandraider3	1	Marauder	sandraider2		sandraider	SandRaider		SR	1													2	4		5	5	50	17	46	77	sandraider	sandraider	10	15	14	13				45	40	40	70	60	20	80	85	90	70	75	85	15	10	7	1	1	1	50	50	50													1	1									1			1	1							1					Fire Hit	seq_firehit	2																						100	75	66	-50	-45	-40													10	23	60	25	60	33	2				15	15	15	5	268	424	168	234	118	138	350	118	138	360	160	200	500	270	360	220	260	130	143	193	130	143	180	80	100	250	270	360	110	130	65	72	175	110	121	180	80	100	250	S1	cold	100	100	130	25	100	120	150	50	100	140	180	50																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider3	31	sandraider1	sandraider4	2	Invader	sandraider3		sandraider	SandRaider		SR	1													3	4		6	6	50	18	47	78	sandraider	sandraider	10	15	14	13				50	40	35	70	50	10	85	90	95	70	80	90	13	9	6				50	50	50													1	1									1			1	1							1					Fire Hit	seq_firehit	3																						100	75	66	-50	-45	-40													36	30	40	52	100	38	2				15	15	15	5	270	422	168	234	124	144	352	124	144	360	160	200	500	270	360	220	260	130	143	193	130	143	180	80	100	250	270	360	110	130	65	72	175	110	121	180	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider4	32	sandraider1	sandraider5	3	Infidel	sandraider4		sandraider	SandRaider		SR	1													3	5		6	6	50	24	53	81	sandraider	sandraider	10	15	14	13				55	40	35	70	40	10	88	95	99	70	80	90	10	7	5	1	1	1	50	50	50													1	1									1			1	1							1					Fire Hit	seq_firehit	4																						100	75	66	-50	-45	-40													33	20	30	30	30	34	2				15	15	15	5	270	422	170	232	116	136	352	116	136	360	160	200	500	270	360	220	260	130	143	193	130	143	180	80	100	250	270	360	110	130	65	72	175	110	121	180	80	100	250	S1	cold	100	100	130	25	100	120	150	50	100	140	180	50																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
sandraider5	33	sandraider1	sandraider6	4	Assailant	sandraider5		sandraider	SandRaider		SR	1													4	5		7	7	50	26	59	84	sandraider	sandraider	10	15	14	13				60	40	35	70	30	10	90	99	100	70	80	90	7	5	4				50	50	50													1	1									1			1	1							1					Fire Hit	seq_firehit	5																						100	75	66	-50	-45	-40													26	35	100	30	50	28	2				15	15	15	5	268	420	168	246	120	140	352	120	140	360	160	200	500	270	360	220	260	130	143	193	130	143	180	80	100	250	270	360	110	130	65	72	175	110	121	180	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
gorgon1	34	gorgon1	gorgon2	0	unused	gorgon1			Idle		GO	1																									15	14	13																																																																																																									10	23	60	25	60	33	2																																																																																																											0
gorgon2	35	gorgon1	gorgon3	1	unused	gorgon2			Idle		GO	1																									15	14	13																																																																																																									36	30	40	52	40	38	2																																																																																																											0
gorgon3	36	gorgon1	gorgon4	2	unused	gorgon3			Idle		GO	1																									15	14	13																																																																																																									30	20	30	100	30	34	2																																																																																																											0
gorgon4	37	gorgon1		3	unused	gorgon4			Idle		GO	1																									15	14	13																																																																																																									26	35	40	30	50	28	2																																																																																																											0
wraith1	38	wraith1	wraith2	0	Ghost	wraith1	lvl1hadokenondeath	wraith	Wraith	drains mana	WR	1													1	2		5	5	50	5	38	75	wraith	wraith	10	15	14	13				50	60	60	12	10	8	70	75	80																									1	1					1			1	1			1	1																																				100	66	33	-50	-33	0	20					50	30					60	10	23	60	25	60	33	2				8	8	8	5	166	330	168	186	80	90	188							130	180	260	210	120	132	132							130	180	130	105	60	66	95							A1	mana	40	60	100		40	100	200		40	200	300																														Act 1 Wraith B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Wraith B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Wraith B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
wraith2	39	wraith1	wraith3	1	Wraith	wraith2	fasterattackwalkres	wraith	Wraith	drains mana	WR	1													1	3		6	6	50	10	41	71	wraith	wraith	10	15	14	13				60	70	70	10	8	6	75	80	85																									1	1					1			1	1			1	1																																				100	66	33	-50	-33	0	30					50	40					60	36	100	40	52	40	38	2				11	11	11	5	174	346	168	184	74	84	182							130	180	260	210	120	132	132							130	180	130	105	60	66	95							A1	mana	45	57	100		45	100	200		45	200	300																														Act 1 Wraith C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
wraith3	40	wraith1	wraith4	2	Specter	wraith3	lvl3poisonvialonhit	wraith	Wraith	drains mana	WR	1													2	3		6	6	50	19	48	79	wraith	wraith	10	15	14	13				70	80	80	8	6	4	80	85	90																									1	1					1			1	1			1	1																																				100	66	33	-50	-33	0	40					50	50					60	33	20	30	30	30	34	2				19	19	19	5	172	346	168	184	82	92	186							130	180	260	210	120	132	132							130	180	130	105	60	66	95							A1	mana	50	38	69		50	100	200		50	200	300																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith4	41	wraith1	wraith5	3	Apparition	wraith4	lvl1waveofforceondeath	wraith	Wraith	drains mana	WR	1													2	4		7	7	50	20	49	80	wraith	wraith	10	15	14	13				80	90	90	6	4	4	85	90	95																									1	1					1			1	1			1	1																																				100	66	33	-50	-33	0	50					50	60					60	26	35	40	30	50	28	2				15	15	15	5	172	344	170	186	82	92	186							130	180	260	210	120	132	132							130	180	130	105	60	66	95							A1	mana	60	46	84		60	100	200		60	200	300																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith5	42	wraith1	wraith6	4	DarkShape	wraith5	morefiredamage	wraith	Wraith	drains mana	WR	1													3	4		8	8	50	31	51	81	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																				100	66	33	-50	-33	0	60					50	75					60	10	23	100	25	60	33	2				15	15	15	5	170	344	170	186	88	98	188							130	180	260	210	120	132	132							130	180	130	105	60	66	95							A1	mana	70	50	107		70	100	200		70	200	300																														Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
corruptrogue1	43	corruptrogue1	corruptrogue2	0	DarkHunter	corruptrogue1	morecolddamage	corruptrogue	CorruptRogue		CR	1													2	3		5	5	100	2	36	67	corruptrogue	corruptrogue	10	15	14	13				60	70	80	15	10	7	75	80	85	100	100	100	20	50	75																			1	1							1		1			1	1							1																													100	100	100	-50	-40	-33													36	30	40	52	40	38	2				12	12	12	5	116	202	168	156	38	48	202							120	200	190	190	110	121	143							120	200	95	95	55	61	130																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
corruptrogue2	44	corruptrogue1	corruptrogue3	1	VileHunter	corruptrogue2	moreltngdamage	corruptrogue	CorruptRogue		CR	1													2	4		6	8	100	5	38	68	corruptrogue	corruptrogue	10	15	14	13				70	80	90	12	9	7	80	85	90	100	100	100	20	50	75																			1	1							1		1			1	1							1																													100	100	100	-50	-40	-33													33	20	30	30	30	34	2				18	18	18	5	124	202	168	156	72	82	182							120	200	190	190	110	121	143							120	200	95	95	55	61	130																																																	Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
corruptrogue3	45	corruptrogue1	corruptrogue4	2	DarkStalker	corruptrogue3	morepoisondamage	corruptrogue	CorruptRogue		CR	1													3	4		6	10	100	8	39	69	corruptrogue	corruptrogue	10	15	14	13				80	85	90	9	7	5	85	90	95	100	100	100	20	50	75																			1	1							1		1			1	1							1					CountessFirewall	A1	10																						100	100	100	-50	-40	-33													26	35	40	100	50	28	2				15	15	15	5	134	224	168	158	72	82	190							120	200	190	190	110	121	143							120	200	95	95	55	61	130																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue4	46	corruptrogue1	corruptrogue5	3	BlackRogue	corruptrogue4	lvl1evilspearitondeath	corruptrogue	CorruptRogue		CR	1													3	5		7	12	100	9	40	70	corruptrogue	corruptrogue	10	15	14	13				90	95	95	7	5	5	88	95	95	100	100	100	20	50	75																			1	1							1		1			1	1							1																													100	100	100	-50	-40	-33													10	23	60	25	60	33	2				15	15	15	5	132	222	168	158	56	66	190							120	200	190	190	110	121	143							120	200	95	95	55	61	130																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue5	47	corruptrogue1		4	FleshHunter	corruptrogue5	lvl1holyspearitondeath	corruptrogue	CorruptRogue		CR	1													4	5		8	12	50	23	53	84	corruptrogue	corruptrogue	10	15	14	13				99	99	99	5	5	5	90	99	100	100	100	100	20	50	75																			1	1							1		1			1	1							1																													100	100	100	-50	-40	-33	20						20						36	30	40	52	40	38	2				15	15	15	5	130	214	170	156	64	74	184							120	200	190	190	110	121	143							120	200	95	95	55	61	130																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
baboon1	48	baboon1	baboon2	0	DuneBeast	baboon1	lvl1volcanicstrikeondeath	baboon	Baboon		BB	1													1	2		7	12	50	13	47	78	baboon	baboon	10	15	14	13				33	33	33	20	30	35	55	60	65	0	0	0	1	2	3																			1	1									1			1	1							1																													100	100	100	-50	-40	-33													33	20	30	30	100	34	2				18	18	18	5	216	302	168	192	72	82	184	72	82	184				180	270	220	220	100	110	132	100	110	130				180	270	110	110	50	55	120	50	55	130																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon2	49	baboon1	baboon3	1	RockDweller	baboon2	lvl1snowballondeath	baboon	Baboon		BB	1													1	3		7	12	50	18	55	83	baboon	baboon	10	15	14	13				33	33	33	20	30	35	60	65	70	15	15	15	1	2	3																			1	1									1			1	1							1																													100	100	100	-50	-40	-33													26	35	40	30	50	28	2				18	18	18	5	216	302	168	192	72	82	184	72	82	184				180	270	220	220	100	110	132	100	110	130				180	270	110	110	50	55	120	50	55	130																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon3	50	baboon1	baboon4	2	JungleHunter	baboon3	lvl1windstrikeondeath	baboon	Baboon		BB	1													2	3		7	13	50	21	49	79	baboon	baboon	10	15	14	13				33	33	33	20	30	35	65	70	75	25	25	25	1	2	3																			1	1									1			1	1							1																													100	100	100	-50	-40	-33													10	23	60	25	60	33	2				21	21	21	5	214	302	170	194	72	82	188	72	82	188				180	270	220	220	100	110	132	100	110	130				180	270	110	110	50	55	120	50	55	130																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon4	51	baboon1	baboon5	3	DoomApe	baboon4	lvl1clustergrenadesondeath	baboon	Baboon		BB	1													2	4		7	13	50	22	52	80	baboon	baboon	10	15	14	13				33	33	33	20	30	35	70	75	80	40	40	40	1	2	3																			1	1									1			1	1							1																													100	100	100	-50	-40	-33													36	30	40	52	40	100	2				22	22	22	5	214	302	170	192	72	82	188	72	82	188				180	270	220	220	100	110	132	100	110	130				180	270	110	110	50	55	120	50	55	130																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon5	52	baboon1	baboon7	4	TempleGuard	baboon5	lvl1hadokenondeath	baboon	Baboon		BB	1													3	4		7	14	50	24	53	81	baboon	baboon	10	15	14	13				33	33	33	20	30	35	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																													100	100	100	-50	-40	-33													33	20	30	30	30	34	2				15	15	15	5	214	302	170	194	72	82	184	72	82	184				180	270	220	220	100	110	132	100	110	130				180	270	110	110	50	55	120	50	55	130																																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
goatman1	53	goatman1	goatman2	0	MoonClan	goatman1	fasterattackwalkres	goatman	Goatman		GM	1													1	2		5	5	50	4	37	68	goatman	goatman	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																													100	90	80	-50	-40	-33													26	35	40	30	100	28	2				5	5	5	5	220	274	102	182	122	132	178							200	260	120	180	150	165	165							200	260	60	90	75	83	85																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
goatman2	54	goatman1	goatman3	1	NightClan	goatman2	lvl3poisonvialonhit	goatman	Goatman		GM	1													1	3		6	6	50	6	38	69	goatman	goatman	10	15	14	13				75	75	80	10	10	8	80	80	85																									1	1							1		1			1	1							1																													100	90	80	-50	-40	-33													10	23	60	25	60	33	2				7	7	7	5	228	282	102	182	132	142	186							200	260	120	180	140	154	154							200	260	60	90	70	77	85							A1	ltng					15	10	75		20	15	85																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman3	55	goatman1	goatman4	2	BloodClan	goatman3	lvl1waveofforceondeath	goatman	Goatman		GM	1													2	3		7	7	50	7	38	75	goatman	goatman	10	15	14	13				75	80	85	10	9	7	80	85	90																									1	1							1		1			1	1							1																													100	90	80	-50	-40	-33													36	30	40	100	40	38	2				8	8	8	5	224	272	102	182	132	142	188							200	260	120	180	130	143	143							200	260	60	90	65	72	85							A1	fire					20	30	50		25	40	70																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman4	56	goatman1	goatman5	3	HellClan	goatman4	morefiredamage	goatman	Goatman		GM	1													3	4		9	9	50	19	48	79	goatman	goatman	10	15	14	13				75	80	85	10	8	7	80	85	95																									1	1							1		1			1	1							1																													100	90	80	-50	-40	-33			40						70				33	20	30	30	30	34	2				19	19	19	5	232	286	102	180	110	120	186							200	260	120	180	130	143	143							200	260	60	90	65	72	85							A1	fire					25	30	50		30	40	70																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
goatman5	57	goatman1	goatman6	4	DeathClan	goatman5	morecolddamage	goatman	Goatman		GM	1													2	4		8	8	50	10	40	70	goatman	goatman	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																													100	90	80	-50	-40	-33		30	20					50	50				26	35	100	30	50	28	2				11	11	11	5	238	292	102	182	114	124	182							200	260	120	180	150	165	165							200	260	60	90	75	83	85																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman1	58	fallenshaman1	fallenshaman2	0	FallenShaman	fallenshaman1	moreltngdamage	fallen	FallenShaman	raises Fallen	FS	1							fallen1		1		2	6	1	1		4	4	100	2	36	68	fallenshaman	fallenshaman	12	15	14	13				45	50	55	60	65	70	100	90	80	24	24	26	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	Fire Bolt	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			25						50				10	23	60	25	60	33	2				4	4	4	5	116	202	168	162	38	48	202							110	180	150	300	90	99	116							110	180	75	150	45	50	105																																																	Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
fallenshaman2	59	fallenshaman1	fallenshaman3	1	CarverShaman	fallenshaman2	morepoisondamage	fallen	FallenShaman	raises Carvers	FS	1							fallen2		1		2	6	1	1		4	4	100	6	38	69	fallenshaman	fallenshaman	12	15	14	13				55	60	65	70	75	75	100	90	80	24	24	26	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	Fire Bolt	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			30						60				36	100	40	52	40	38	2				7	7	7	5	122	202	168	162	52	62	186							110	180	150	300	90	99	116							110	180	75	150	45	50	105																																																	Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
fallenshaman3	60	fallenshaman1	fallenshaman4	2	DevilkinShaman	fallenshaman3	lvl1evilspearitondeath	fallen	FallenShaman	raises Devilkin	FS	1							fallen3		1		2	6	1	1		5	5	100	9	40	70	fallenshaman	fallenshaman	12	15	14	13				65	70	75	80	85	85	100	90	80	24	26	28	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	Fire Bolt	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			35						70				33	20	30	30	30	34	2				10	10	10	5	132	222	168	162	56	66	190							110	180	150	300	90	99	116							110	180	75	150	45	50	105																																																	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman4	61	fallenshaman1	fallenshaman5	3	DarkShaman	fallenshaman4	lvl1holyspearitondeath	fallen	FallenShaman	raises Dark Ones	FS	1							fallen4		1		2	6	1	1		5	5	100	11	42	72	fallenshaman	fallenshaman	12	15	14	13				70	80	85	85	90	90	100	90	80	24	26	30	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	Fire Bolt	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			40						80				65	35	40	30	50	28	2				12	12	12	5	134	218	168	162	72	82	184							110	180	150	300	90	99	116							110	180	75	150	45	50	105																																																	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman5	62	fallenshaman1	fallenshaman6	4	WarpedShaman	fallenshaman5	lvl1volcanicstrikeondeath	fallen	FallenShaman	raises Warped Fallen	FS	1							fallen5		1		2	6	1	3		6	6	50	40	55	83	fallenshaman	fallenshaman	12	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	Fire Bolt	seq_shamanresurrect	1																			100	75	66	-50	-40	-33		20	70					50	100				10	23	60	25	60	33	2				15	15	15	5	130	214	168	250	76	86	186							110	180	150	300	90	99	116							110	180	75	150	45	50	105																																																	Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
quillrat1	63	quillrat1	quillrat2	0	QuillRat	quillrat1	lvl1snowballondeath	quillrat	QuillRat		SI	1	1												1	2		3	3	100	1	36	67	quillrat	quillrat	10	15	14	13				10	15	20	35	45	50				2	2	2														spike1								1													1	1																																				100	100	100	-50	-40	-33													36	100	40	52	40	38	2				3	3	3	5	42	162	168	142	72	82	202	72	82	268				40	140	160	140	60	66	72	60	66	100				40	140	80	70	30	33	65	30	33	100				A2	pois					15	6	9	50	20	15	19	50																													Quill 1	Act 1 Champ A	Act 1 Unique A		Quill 1 (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		Quill 1 (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
quillrat2	64	quillrat1	quillrat3	1	SpikeFiend	quillrat2	lvl1windstrikeondeath	quillrat	QuillRat		SI	1	1												1	3		3	3	100	5	38	68	quillrat	quillrat	10	15	14	13				15	17	20	45	55	55				2	2	2														spike2								1													1	1																																				100	100	100	-50	-40	-33													33	20	30	30	30	34	2				6	6	6	5	48	170	168	142	22	32	182	22	32	256				40	140	160	140	60	66	72	60	66	100				40	140	80	70	30	33	65	30	33	100				A2	cold					5	25	40	50	15	35	60	50																													Quill 2	Act 1 Champ A	Act 1 Unique A		Quill 2 (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		Quill 2 (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
