name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
orb of augmentation- res-fire	0	100	0	0	0			1	1	0	1	10000		111	111	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- res-cold	0	100	0	0	0			1	1	0	1	10000		112	112	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- res-ltng	0	100	0	0	0			1	1	0	1	10000		113	113	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- res-pois	0	100	0	0	0			1	1	0	1	10000		114	114	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dmg%	0	100	0	0	0			1	1	0	1	10000		115	115	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- res-all	0	100	0	0	0			1	1	0	1	10000		116	116	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- regen	0	100	0	0	0			1	1	0	1	10000		117	117	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- mag%	0	100	0	0	0			1	1	0	1	10000		118	118	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dmg%	0	100	0	0	0			1	1	0	1	10000		119	119	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- manasteal	0	100	0	0	0			1	1	0	1	10000		120	120	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- lifesteal	0	100	0	0	0			1	1	0	1	10000		121	121	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- light	0	100	0	0	0			1	1	0	1	10000		122	122	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- balance1	0	100	0	0	0			1	1	0	1	10000		123	123	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- reduce-ac	0	100	0	0	0			1	1	0	1	10000		124	124	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- half-freeze	0	100	0	0	0			1	1	0	1	10000		125	125	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dmg-demon	0	100	0	0	0			1	1	0	1	10000		126	126	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dmg-undead	0	100	0	0	0			1	1	0	1	10000		127	127	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- mana-kill	0	100	0	0	0			1	1	0	1	10000		128	128	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dmg-fire	0	100	0	0	0			1	1	0	1	10000		129	129	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dmg-ltng	0	100	0	0	0			1	1	0	1	10000		130	130	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dmg-mag	0	100	0	0	0			1	1	0	1	10000		131	131	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dmg-cold	0	100	0	0	0			1	1	0	1	10000		132	132	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dmg-pois	0	100	0	0	0			1	1	0	1	10000		133	133	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dmg-norm	0	100	0	0	0			1	1	0	1	10000		134	134	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- pierce-fire	0	100	0	0	0			1	1	0	1	10000		135	135	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- pierce-ltng	0	100	0	0	0			1	1	0	1	10000		136	136	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- pierce-cold	0	100	0	0	0			1	1	0	1	10000		137	137	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- pierce-pois	0	100	0	0	0			1	1	0	1	10000		138	138	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- extra-fire	0	100	0	0	0			1	1	0	1	10000		139	139	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- extra-ltng	0	100	0	0	0			1	1	0	1	10000		140	140	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- extra-cold	0	100	0	0	0			1	1	0	1	10000		141	141	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- extra-pois	0	100	0	0	0			1	1	0	1	10000		142	142	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- all-stats	0	100	0	0	0			1	1	0	1	10000		143	143	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- heal-kill	0	100	0	0	0			1	1	0	1	10000		144	144	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- levelreq	0	100	0	0	0			1	1	0	1	10000		145	145	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- thorns	0	100	0	0	0			1	1	0	1	10000		146	146	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- socket	0	100	0	0	0			1	1	0	1	10000		147	147	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
unidentified orb of augmentation	0	100	0	0	0			1	1	0	1	10000		uoa	uoa	uoa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe4		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	uoadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
regal orb	0	100	0	0	0			1	1	0	1	10000		rgo	rgo	rgo		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	rgodesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
jewelers orb	0	100	0	0	0			1	1	0	1	10000		jwo	jwo	jwo		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	jwodesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
chest of adventuring	0	100	0	0	0			1	1	0	1	10000		cha	cha	cha		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	chadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
unidentified baal orb	0	100	0	0	0			1	1	0	1	10000		val	val	val		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe8		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	valdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- marksmanship	0	100	0	0	0			1	1	0	1	10000		150	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- blood skill damage	0	100	0	0	0			1	1	0	1	10000		151	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- unholy damage	0	100	0	0	0			1	1	0	1	10000		152	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- chained damage	0	100	0	0	0			1	1	0	1	10000		153	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- spearsynergy	0	100	0	0	0			1	1	0	1	10000		154	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- summon damage	0	100	0	0	0			1	1	0	1	10000		155	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- totem damage	0	100	0	0	0			1	1	0	1	10000		156	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- trap damage	0	100	0	0	0			1	1	0	1	10000		157	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- bombardment damage	0	100	0	0	0			1	1	0	1	10000		158	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- fragment damage	0	100	0	0	0			1	1	0	1	10000		159	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- nova damage	0	100	0	0	0			1	1	0	1	10000		160	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- melee explosion	0	100	0	0	0			1	1	0	1	10000		161	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- multishot damage	0	100	0	0	0			1	1	0	1	10000		162	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- wind damage	0	100	0	0	0			1	1	0	1	10000		163	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- earth damage	0	100	0	0	0			1	1	0	1	10000		164	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- holy damage	0	100	0	0	0			1	1	0	1	10000		165	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- homing skill damage	0	100	0	0	0			1	1	0	1	10000		166	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- damage to all elements	0	100	0	0	0			1	1	0	1	10000		167	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- poison skill damage	0	100	0	0	0			1	1	0	1	10000		168	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- enhanced damage	0	100	0	0	0			1	1	0	1	10000		169	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- increase requirements	0	100	0	0	0			1	1	0	1	10000		170	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- all stats	0	100	0	0	0			1	1	0	1	10000		171	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- all stats %	0	100	0	0	0			1	1	0	1	10000		172	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- dr%	0	100	0	0	0			1	1	0	1	10000		173	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- mdr%	0	100	0	0	0			1	1	0	1	10000		174	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- health regen%	0	100	0	0	0			1	1	0	1	10000		175	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- crushing blow	0	100	0	0	0			1	1	0	1	10000		176	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
baal orb- cant be frozen	0	100	0	0	0			1	1	0	1	10000		177	150	150		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	baal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	baaldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
