skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	*eol
brain grenade	1	6	2	1	50		skillname385	skillld385	skillld385	skillan385	5																36	StrSkillexplosionradius		7*2	3	75	StrSkill4		pnma	pxma	74	StrSkillDamageToUndead		50		36	StrSkill3		usmc	256																																				40	Sksyn	skillname385	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
blood mastery	3	5	1	3	46		skillname386	skillld386	skillld386	skillan386																	74	Modbloodskilldamage		lvl*3																																																																																							0
necromage	3	2	2	3	18		skillname387	skillld387	skillld387	skillan387																	74	ModStr4m		ast1		74	ModStr4v		ast2		74	ModStr2h		ast3		74	ModStr1i		ast4		74	ModStr2u		ast6		74	ModStr5f		ast6																																																														0
barrage	1	4	2	1	32		skillname388	skillld388	skillld388	skillan388	5																75	StrSkill4		pnma	pxma	36	StrSkillboltsfall	StrSkillboltsfall	5	25	36	StrSkillDurationSingular	StrSkill20	75	25	36	StrSkill3		usmc	256																																				40	Sksyn	skillname388	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
expert marksman	3	3	1	3	26		skillname389	skillld389	skillld389	skillan389																	74	Modmarksmanship		lvl*4		74	ModitemHPaK		lvl*10																																																																																		0
spear maiden	2	6	1	2	52		skillname390	skillld390	skillld390	skillan390																	74	Modspearsynergy		lvl*3		74	ModStr6a		100 + (blvl*100)		36	StrSkillDurationSingular	StrSkill20	len	25	74	ModitemHPaK		ast3		74	ModStr5f		ast4		74	ModStr2u		ast5		74	ModStr2t		ast6																																																									0
wind strike	3	3	1	3	26		skillname391	skillld391	skillld391	skillan391	6												1				75	StrSkill4		pnma	pxma	74	WeapDamsk		(128*100/128)		36	StrSkill3		usmc	256	74	StrSkill22		toht		74	StrSkillRUNATT		blvl*3																																40	Sksyn	skillname391	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
flaming sword nova							skillname392	skillld392	skillld392	skillan392	5																																																																																																										0
molten smash	3	1	1	3	32		skillname393	skillld393	skillld393	skillan393	5												1				75	StrSkill5		enma	exma	74	WeapDamsk		(128*100/128)		36	StrSkill3		usmc	256	74	StrSkill22		toht		36	StrSkillreqblunt				74	Strcoldattack		(blvl*2)*clc6																											40	Sksyn	skillname393	1		76	Firedplev	strchreng	stat('energy'.accr)																											0
lightning rod	2	2	3	2	14		skillname394	skillld394	skillld394	skillan394	17												1				75	StrSkill7		enma	exma	74	WeapDamsk		(128*100/128)		36	StrSkill3		usmc	256	74	StrSkill22		toht		74	StrSkillavoiddmgwhileattacking		20 + (blvl/2)																																40	Sksyn	skillname394	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
storm totem	3	2	1	3	34		skillname395	skillld395	skillld395	skillan395	5													windstormcenter			36	StrSkill3		usmc	256	75	StrSkill7		enma	exma																					36	StrSkillDurationSingular	StrSkill20	miss('windstormcenter'.rang)	25	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	50	25																40	Sksyn	skillname395	1		76	Ltngdplev	strchreng	stat('energy'.accr)		76	Ltngdplev	skillname400	2																						0
fire totem	3	2	3	3	36		skillname396	skillld396	skillld396	skillan396	5													firetotemcontrol			36	StrSkill3		usmc	256	75	StrSkill5		enma	exma																					36	StrSkillDurationSingular	StrSkill20	miss('firetotemcontrol'.rang)	25	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	50	25																40	Sksyn	skillname396	1		76	Firedplev	strchreng	stat('energy'.accr)		76	Firedplev	skillname400	2																						0
electromagnetic wave							skillname397	skillld397	skillld397	skillan397																																																																																																											0
cold rend							skillname398	skillld398	skillld398	skillan398																																																																																																											0
surrounding spears							skillname399	skillld399	skillld399	skillan399																																																																																																											0
frigid winds	1	1	2	1	0		skillname400	skillld400	skillld400	skillan400																	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	50	25	36	StrSkillRadiusSingular	StrSkill18	20 + (lvl/3)	3	74	StrSkill89		(-25) - (blvl/2)		74	StrSkill106		(-25) - (blvl/2)		36	StrSkillDurationSingular	StrSkill20	125 + (blvl*2)	25																																																																		0
totem mastery	1	1	3	1	2		skillname401	skillld401	skillld401	skillan401																	74	Moddmgtototem		lvl*3																																																																																							0
strength of nature	1	2	1	1	16		skillname402	skillld402	skillld402	skillan402																	74	ModStr2g		lvl																																																																																							0
shattering smash	3	3	1	3	38		skillname403	skillld403	skillld403	skillan403	17												1				75	StrSkill6		enma	exma	74	WeapDamsk		(128*100/128)		36	StrSkill3		usmc	256	74	StrSkill22		toht		74	Strfireattack		(blvl*2)*clc6																																40	Sksyn	skillname403	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
cold totem	3	3	3	3	40		skillname404	skillld404	skillld404	skillan404	5													coldtotemcenter			36	StrSkill3		usmc	256	75	StrSkill6		enma	exma																					36	StrSkillDurationSingular	StrSkill20	miss('windstormcenter'.rang)	25	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	50	25																40	Sksyn	skillname404	1		76	Colddplev	strchreng	stat('energy'.accr)		76	Colddplev	skillname400	2																						0
blood hooves	2	3	3	2	56		skillname405	skillld405	skillld405	skillan405	5												1				75	StrSkill4		pnma	pxma	74	Strbloodfist		blvl*50																																															40	Sksyn	skillname405	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
moo moo martial artist	2	2	3	2	22		skillname406	skillld406	skillld406	skillan406																	74	StrSkill21		ln34		74	StrSkillDamagePercent		ln12																						36	StrSkill3		usmc	256	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	25	25	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill100		blvl																																										0
moo moo magic	2	5	3	2	28		skillname407	skillld407	skillld407	skillan407	5																36	StrSkill3		"max(usmc, 1)"	256	74	moddr%aftercast		ast1																																																																																		0
bovine barrier	2	1	1	2	20		skillname408	skillld408	skillld408	skillan408																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	250	25	75	ModStr2u		ast1		75	ModStr2t		ast2		74	StrSkill106		blvl		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	300	25																																																													0
wave of light	2	4	1	2	24		skillname409	skillld409	skillld409	skillan409	5												1				75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256																																														40	Sksyn	skillname409	1		76	Damplev	strchreng	stat('energy'.accr)																											0
guardian of earth	1	2	2	1	6		skillname410	skillld410	skillld410	skillan410	5																75	StrSkill4		pnma	pxma	36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	clc5	25																																														40	Sksyn	skillname410	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
chi strike	2	4	2	2	26		skillname411	skillld411	skillld411	skillan411	5												1				36	StrSkillDurationSingular	StrSkill20	lvl*25	25	74	StrSkill22		toht		36	StrSkill3		usmc	256	74	StrSkill89		2*lvl		74	StrSkill106		3*lvl		74	Moddmgtomeleeexplosion		ast3			Modchistrikewpndmg		blvl*15																																																									0
moo moo grand master	1	6	1	1	4		skillname412	skillld412	skillld412	skillan412																	74	StrSkilldamagetoallelements		blvl*(-3)		74	ModStr1h		ast5		74	ModStr1i		ast6		36	StrSkillDurationSingular	StrSkill20	len	25																																																																							0
blunt mastery	1	5	3	1	14		skillname413	skillld413	skillld413	skillan413																	74	eskillincasemasteryX		macr		74	StrSkillDamagePercent		madm		74	StrSkill22		math																																																																													0
sweeping gale	3	4	2	3	42		skillname414	skillld414	skillld414	skillan414	5												1				75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	74	StrSkill22		toht		74	WeapDamsk		(128*100/128)		74	StrSkillDEFATT		(blvl)*70		74	StrSkillearthatt		ast2																											40	Sksyn	skillname414	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
master of the earth	2	2	1	2	16		skillname415	skillld415	skillld415	skillan415																	74	Moddmgtoearth		lvl*3		36	StrSkillDurationSingular	StrSkill20	len	25	74	Moddmgtomeleeexplosion		blvl*clc6																																																																													0
guardian of wind	1	4	1	1	10		skillname416	skillld416	skillld416	skillan416	5																75	StrSkill4		pnma	pxma	36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	clc5	25																																														40	Sksyn	skillname416	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
master of the wind	1	4	2	1	12		skillname417	skillld417	skillld417	skillan417																	74	Moddmgtowind		lvl*3		74	ModStr4s		lvl*2																																																																																		0
natures grand protection	1	6	2	1	18		skillname418	skillld418	skillld418	skillan418																	74	StrSkillMaxResistAll		blvl																																																																																							0
bovine burst	2	3	1	2	54		skillname419	skillld419	skillld419	skillan419	5												1				75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	74	StrSkillReleasesProjectiles		3		74	Modenhancedweapondmgatt		ast1																																					40	Sksyn	skillname419	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
razor winds	3	5	2	3	46		skillname420	skillld420	skillld420	skillan420	5																75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	74	StrSkillReleasesWinds		3		36	StrSkillHomingSeekRange	StrSkillHomingSeekRange	16	3											36	StrSkill3		usmc	256																					40	Sksyn	skillname420	1		76	Damplev	strchreng	stat('energy'.accr)																											0
splitting earth	3	6	1	3	50		skillname421	skillld421	skillld421	skillan421	5												1				75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	74	StrSkill22		toht		74	WeapDamsk		(128*100/128)																																					40	Sksyn	skillname421	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
shaman strike	3	5	1	3	44		skillname422	skillld422	skillld422	skillan422	7	500											1				36	StrSkillDurationSingular	StrSkill20	(25*blvl) + 50	25	74	StrSkill22		toht		36	StrSkill3		usmc	256	74	StrSkilldodgeevadeavoid		30 + blvl		74	dmgtoearth		(stat('dmgtomeleeexplosion'.accr))/2		74	ModStr1f		blvl *12		74	WeapDamsk		(128*100/128)																																																									0
stone spears	3	6	2	3	48		skillname423	skillld423	skillld423	skillan423	5																36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkillReleasesProjectiles		4		36	StrSkillMissleFrequency	StrSkillMissleFrequency	7	25	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	clc5	25																										40	Sksyn	skillname423	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
stonefist	2	6	1	2	30		skillname424	skillld424	skillld424	skillan424	5												1				75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	74	Modenhancedweapondmgatt		ast1		36	StrSkillpillarseekrange	StrSkillpillarseekrange	0 + (blvl/3)	3																																				40	Sksyn	skillname424	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
intimidation	3	5	3	3	48		skillname425	skillld425	skillld425	skillan425																	36	StrSkillDurationSingular	StrSkill20	100	25	36	StrSkill3		usmc	256	74	ModStr2uPercent		ast1		36	StrSkillRadiusSingular	StrSkill18	6 + (lvl/2)	3	74	ModStr4m		(-10 - (lvl/2))		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	50	25																																																													0
agent of death	3	4	2	3	38		skillname426	skillld426	skillld426	skillan426																	74	ModStr2h		(-50) + (blvl*3)		74	ModStr4m		(blvl*4)		74	ModStr1h		(blvl*100)		74	ModStr4s		(blvl*3)		74	ModStr2g		blvl		74	Moddmgtochained		(blvl*3)																																																														0
skeleton sentry	3	1	3	3	8		skillname427	skillld427	skillld427	skillan427	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	74	StrSkillSentryNumber		1 + (blvl/15)		74	StrSkillReleasesProjectiles		4 + (blvl/15)		74	StrSkillReleasesshots		5																																																																			0
harbinger	3	1	1	3	6		skillname428	skillld428	skillld428	skillan428																	74	Moddmgtotounholy		ast2		74	ModStr2g		ast1		36	StrSkillDurationSingular	StrSkill20	len	25	74	Moddmgtosummon		(lvl*3)*(1+stat('dblharbinger'.accr))		74	ModStr1x		(lvl*3)*(1+stat('dblharbinger'.accr))																																																																			0
poison vials	1	1	2	1	0		skillname429	skillld429	skillld429	skillan429	5																75	StrSkill8		enma	exma	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	(25 - stat('combopoints'.accr)) + 1	25	36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	(3 + (stat('combopoints'.accr)/2)) + clc5	3	74	StrSkillDamageToUndead		75																																40	Sksyn	skillname429	1		76	Poisdplev	strchreng	stat('energy'.accr)																											0
corrosion	2	1	3	2	22		skillname430	skillld430	skillld430	skillan430																	74	StrSkillcorrosion		blvl*(-10)		74	StrSkillpoisondmgpercent		lvl*5		74	Moditemenrespoissk		ast5		36	StrSkillDurationSingular	StrSkill20	len	25																																																																							0
trap master	2	2	1	2	36		skillname431	skillld431	skillld431	skillan431																	74	ModStr4s		lvl*2		74	Moddmgtotrap		(lvl*4) + clc6		74	ModitemHPaK		lvl*25																																																																													0
combination strike	3	1	2	3	40		skillname432	skillld432	skillld432	skillan432	7	1 + (stat('combopoints'.accr)*75)											2				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht		36	StrSkillcombopointduration	StrSkillcombopointduration	(75 + (lvl*3))*clc6	25	36	StrSkill3		usmc	256	74	ModStr1i		stat('combopoints'.accr)*180		74	StrSkillnumberofcharges		clc2		74	StrSkillcombocharge		2																																																									0
dispersion strike	3	1	3	3	42		skillname433	skillld433	skillld433	skillan433	5												2				75	StrSkill4		pnma	pxma	74	WeapDamsk		(128*100/128)		74	StrSkill22		toht		74	StrSkill11		3 + (stat('combopoints'.accr)/2)		36	StrSkillseekrange	StrSkillseekrange	8 + stat('combopoints'.accr)	3						36	StrSkill3		usmc	256																					40	Sksyn	skillname433	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
sludge wave	1	2	1	1	2		skillname434	skillld434	skillld434	skillan434	5																75	StrSkill8		enma	exma	74	StrSkillReleasesProjectiles		(2 + ((stat('combopoints'.accr))/3)) + clc6		36	StrSkill3		usmc	256																																									40	Sksyn	skillname434	1		76	Poisdplev	strchreng	stat('energy'.accr)																											0
shadow mage	1	2	3	1	4		skillname435	skillld435	skillld435	skillan435	5																74	ModStr4v		blvl*4		74	ModStr4m		-100		74	Modcombopoints		ast3		74	ModStr4g		(blvl*25) + (100* stat('combopoints'.accr))		74	ModStr1d		1 + (clc6*2)		36	StrSkillDurationSingular	StrSkill20	len	25																																																													0
shuriken spiral	1	3	1	1	6		skillname436	skillld436	skillld436	skillan436	5																75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	75	25																																									40	Sksyn	skillname436	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
poison hadoken	1	3	2	1	8		skillname437	skillld437	skillld437	skillan437	5																75	StrSkill8		enma	exma	74	StrSkillReleasesProjectiles		4 + (stat('combopoints'.accr)/3) + (blvl/15)		36	StrSkill3		usmc	256																																									40	Sksyn	skillname437	1		76	Poisdplev	strchreng	stat('energy'.accr)																											0
detonating claw	3	2	1	3	44		skillname438	skillld438	skillld438	skillan438	5																75	StrSkill5		enma	exma	74	StrSkillpowerlevel		1 + (stat('combopoints'.accr)/3)		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	60/(1 + stat('combopoints'.accr))	25	36	StrSkill3		usmc	256																																				40	Sksyn	skillname438	1		76	Firedplev	strchreng	stat('energy'.accr)																											0
chi burst	3	2	3	3	46		skillname439	skillld439	skillld439	skillan439																	74	Modcombopoints		5		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	175 - blvl	25	36	StrSkillDurationSingular	StrSkill20	75 + blvl	25	74	ModStr4g		(blvl*25) + (100* stat('combopoints'.accr))		74	Moditemenrescoldsk		30*clc6		74	Moditemenresfiresk		30*clc6		74	Moditemenresltngsk		30*clc6		74	ModStr2t		ast5		74	ModStr2u		ast6																																															0
festering claw	3	3	2	3	50		skillname440	skillld440	skillld440	skillan440	5																75	StrSkill8		enma	exma	74	StrSkillpowerlevel		1 + (stat('combopoints'.accr)/3)		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	60/(1 + stat('combopoints'.accr))	25	36	StrSkill3		usmc	256																																				40	Sksyn	skillname440	1		76	Poisdplev	strchreng	stat('energy'.accr)																											0
frost bomb	1	4	3	1	10		skillname441	skillld441	skillld441	skillan441	5																75	StrSkill6		enma	exma	36	StrSkill3		usmc	256	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	100 - blvl	25	36	StrSkill29		50	25																																				40	Sksyn	skillname441	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
agent of shadows	2	4	2	2	38		skillname442	skillld442	skillld442	skillan442																	74	Modcombopoints		1		74	Moddmgtomeleeexplosion		blvl*4		74	ModStr1h		blvl*150		74	ModStr1f		blvl*15		74	ModStr2g		blvl*2																																																																			0
tesla claw	3	4	1	3	58		skillname443	skillld443	skillld443	skillan443	5																75	StrSkill7		enma	exma	74	StrSkillpowerlevel		1 + (stat('combopoints'.accr)/3)		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	60/(1 + stat('combopoints'.accr))	25	36	StrSkill3		usmc	256																																				40	Sksyn	skillname443	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
tectonic claw	3	4	3	3	48		skillname444	skillld444	skillld444	skillan444	5																75	StrSkill4		pnma	pxma	74	StrSkillpowerlevel		1 + (stat('combopoints'.accr)/3)		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	60/(1 + stat('combopoints'.accr))	25	36	StrSkill3		usmc	256																																				40	Sksyn	skillname444	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
death spikes	1	5	1	1	12		skillname445	skillld445	skillld445	skillan445	5																75	StrSkill4		pnma	pxma	74	StrSkillReleasesProjectiles		2 + ((stat('combopoints'.accr))/2)		36	StrSkill3		usmc	256																																									40	Sksyn	skillname445	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
shuriken stars	1	5	2	1	14		skillname446	skillld446	skillld446	skillan446	5																75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	75	25	74	ModStr4s		(-200) + (stat('combopoints'.accr)*8)		74	Modstr2v		1 + stat('combopoints'.accr)*8																																40	Sksyn	skillname446	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
fridgid claw	3	5	1	3	52		skillname447	skillld447	skillld447	skillan447	5																75	StrSkill6		enma	exma	74	StrSkillpowerlevel		1 + (stat('combopoints'.accr)/3)		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	60/(1 + stat('combopoints'.accr))	25	36	StrSkill3		usmc	256																																				40	Sksyn	skillname447	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
toxic gases	1	6	1	1	16		skillname448	skillld448	skillld448	skillan448	5													coldtotemcenter			36	StrSkill3		usmc	256	75	StrSkill8		enma	exma	36	StrSkillDurationSingular	StrSkill20	miss('poistotemcenter'.rang)	25	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	75/(1 + (stat('combopoints'.accr)/2))	25	36	StrSkillFallFrequency		clc2	25																															40	Sksyn	skillname448	1		76	Poisdplev	strchreng	stat('energy'.accr)																											0
ninja stars	3	6	2	3	56		skillname449	skillld449	skillld449	skillan449	5																75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	36	StrSkillHomingSeekRange	StrSkillHomingSeekRange	16	3	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	125/(1 + stat('combopoints'.accr))	25	74	StrSkillReleasesstars		3 + (stat('combopoints'.accr)/2)																																40	Sksyn	skillname449	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
lucky stars	2	6	2	2	32		skillname450	skillld450	skillld450	skillan450																	74	Moddmgtoshuriken		25 + lvl + (blvl*3)		74	ModStr1x		25 + lvl + (blvl*3)																																																																																		0
shadow claw	3	5	3	3	54		skillname451	skillld451	skillld451	skillan451	5												5				75	StrSkill4		pnma	pxma	74	StrSkillpowerlevel		1 + (stat('combopoints'.accr)/3)		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	60/(1 + stat('combopoints'.accr))	25	36	StrSkill3		usmc	256																																				40	Sksyn	skillname451	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
melee splash	2	5	2	2	44		skillname452	skillld452	skillld452	skillan452	5																																				36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	25 - stat('auracooldownelemental'.accr)	25																																																																		0
fundamentals	2	5	1	2	44		skillname453	skillld453	skillld453	skillan453																	74	ModStr1a		pst1		74	ModStr1b		pst2		74	Modnormaldrpercent		pst4		74	Modstr2v		pst3																																																																								0
tormented							skillname454	skillld454	skillld454	skillan454																																																																																																											0
queen of the jungle	2	6	3	2	54		skillname455	skillld455	skillld455	skillan455																	74	ModStr2g		pst1		74	ModDexpercent		pst2		74	ModStr5y		pst3		74	ModStr2l		lvl*50																																																																								0
mythical frozen orb							skillname456	skillld456	skillld456	skillan456																																																																																																											0
greater life tap							skillname457	skillld457	skillld457	skillan457																																																																																																											0
firefury							skillname458	skillld458	skillld458	skillan458																																																																																																											0
bone swarm							skillname459	skillld459	skillld459	skillan459																																																																																																											0
rain of bones							skillname460	skillld460	skillld460	skillan460																																																																																																											0
cross slash							skillname461	skillld461	skillld461	skillan461																																																																																																											0
energy rain							skillname462	skillld462	skillld462	skillan462																																																																																																											0
energy spiral							skillname463	skillld463	skillld463	skillan463																																																																																																											0
stone fury							skillname464	skillld464	skillld464	skillan464																																																																																																											0
seismic spear	3	6	3	3	58		skillname465	skillld465	skillld465	skillan465																	75	StrSkill4		pnma	pxma	74	Modfcrwhileattacking		blvl + 10		36	StrSkill3		usmc	256																																									40	Sksyn	skillname465	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
ltngaura							skillname466	skillld466	skillld466	skillan466																																																																																																											0
hammertime							skillname467	skillld467	skillld467	skillan467																																																																																																											0
stock break							skillname468	skillld468	skillld468	skillan468																																																																																																											0
fire hammer nova							skillname469	skillld469	skillld469	skillan469																																																																																																											0
fwaura							skillname470	skillld470	skillld470	skillan470																																																																																																											0
rupture							skillname471	skillld471	skillld471	skillan471																																																																																																											0
tempest flurry							skillname472	skillld472	skillld472	skillan472																																																																																																											0
unholy revenge							skillname473	skillld473	skillld473	skillan473																																																																																																											0
lore aura																																																																																																																					0
nadir aura																																																																																																																					0
prudence aura																																																																																																																					0
smoke aura																																																																																																																					0
white aura																																																																																																																					0
black aura																																																																																																																					0
bone aura																																																																																																																					0
chaos aura																																																																																																																					0
delerium aura																																																																																																																					0
dragons breath							skillname474	skillld474	skillld474	skillan474																																																																																																											0
health flask	0	0	0	0	40		skillname475	skillld475	skillld475	skillan475																	36	healthregenpersecond		80*ulvl	10	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	175	25	36	StrSkillDurationSingular	StrSkill20	100	25																																																																												0
mana flask	0	0	0	0	42		skillname476	skillld476	skillld476	skillan476																	75	ModStr4g		5*ulvl		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	175	25	36	StrSkillDurationSingular	StrSkill20	100	25																																																																												0
herald of thunder	0	0	0	0	44		skillname477	skillld477	skillld477	skillan477																	75	StrSkill7		enma	exma																																																																																						0
enlightenment aura																																																																																																																					0
vicious shotgun bolts							skillname478	skillld478	skillld478	skillan478																																																																																																											0
lawbringer aura																																																																																																																					0
caustic tempest							skillname479	skillld479	skillld479	skillan479																																																																																																											0
treachery aura																																																																																																																					0
venom aura																																																																																																																					0
exile aura																																																																																																																					0
faith aura																																																																																																																					0
heavens spread							skillname480	skillld480	skillld480	skillan480																																																																																																											0
famine aura																																																																																																																					0
fortitude aura																																																																																																																					0
hammers of justice							skillname481	skillld481	skillld481	skillan481																																																																																																											0
ice aura																																																																																																																					0
infinity aura																																																																																																																					0
brand aura																																																																																																																					0
passion aura																																																																																																																					0
wrath aura																																																																																																																					0
heart of the oak aura																																																																																																																					0
bramble aura																																																																																																																					0
oath aura																																																																																																																					0
herald of fire	0	0	0	0	62		skillname482	skillld482	skillld482	skillan482																	75	StrSkill5		enma	exma																																																																																						0
pride aura																																																																																																																					0
kingslayer aura																																																																																																																					0
herald of ice	0	0	0	0	60		skillname483	skillld483	skillld483	skillan483																	75	StrSkill6		enma	exma																																																																																						0
nightengale aura																																																																																																																					0
certain death aura																																																																																																																					0
vaal demon aura																																																																																																																					0
unending winter aura																																																																																																																					0
whispering ice aura																																																																																																																					0
executioner aura																																																																																																																					0
chrono aura																																																																																																																					0
fracture							skillname484	skillld484	skillld484	skillan484																																																																																																											0
divine headstriker aura																																																																																																																					0
herald of death							skillname485	skillld485	skillld485	skillan485																																																																																																											0
seismic fissure							skillname486	skillld486	skillld486	skillan486																																																																																																											0
surrounding swords							skillname487	skillld487	skillld487	skillan487																																																																																																											0
shock							skillname488	skillld488	skillld488	skillan488																																																																																																											0
diamond dust							skillname489	skillld489	skillld489	skillan489																																																																																																											0
hallowed bolts							skillname490	skillld490	skillld490	skillan490																																																																																																											0
righteous firestorm							skillname491	skillld491	skillld491	skillan491																																																																																																											0
herald of earth							skillname492	skillld492	skillld492	skillan492																																																																																																											0
searing hells							skillname493	skillld493	skillld493	skillan493																																																																																																											0
summon skeleton archers	3	6	3	3	58		skillname494	skillld494	skillld494	skillan494																	36	StrSkill3		usmc	256	75	StrSkillnumberofarchers		3 + (lvl/8)		34	StrSkill4				75	dmgbonusskeletonarcher		ast1		75	dmgtorunandattack		ulvl*2		75	skeletonpierce		1 + (ulvl/2)		75	skelehealth		5		75	skeledr		1 + (ulvl/2)		13	StrSkill42		ulvl*5																																															0
archmage	2	5	3	2	44		skillname495	skillld495	skillld495	skillan495																	74	ModItemMonLightSunder		pst1		74	Moddmgtofragment		pst2		74	Moditemenresltngsk		pst3		74	ModStr2uPercen		pst4																																																																								0
charm weight system	0	0	0	0	0		skillname496	skillld496	skillld496	skillan496																																																																																																											0
amazon dummy 1																																																																																																																					0
barbarian dummy 1																																																																																																																					0
necromancer dummy 1																																																																																																																					0
assassin dummy 1																																																																																																																					0
sorc dummy 1																																																																																																																					0
paladin dummy 1																																																																																																																					0
druid dummy 1																																																																																																																					0
