name	*order	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Phase Blade	227	swor		7cr	crs	7cr	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180	1	84	1	91	25680	1913640		905	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	4	0		0	item_sword	12						item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	1	xxx	xxx	1	0	
Conquest Sword	228	swor		7bs	bsd	7bs	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	92	19044	1526932		905	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	4	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Cryptic Sword	229	swor		7ls	lsd	7ls	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	92	14306	1216592		905	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	4	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Mythical Sword	230	swor		7wd	flc	7wd	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	93	20187	1760895		905	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Legend Sword	231	swor		72h	clm	72h	100		1	1	0	xxx			160	178		1	250	270			3	-10	100	100	241	230	180		84	1	93	23789	1435551		905	2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Highland Blade	232	swor		7cm	clm	7cm	100		1	1	0	xxx			170	190		1	279	299			3	-10	100	100	267	245	180		84	1	93	14391	985306		905	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Balrog Blade	233	swor		7gs	gsd	7gs	100		1	1	0	xxx			170	190		1	279	299			3	-10	100	100	267	245	180		84	1	93	16331	1197501		905	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Champion Sword	234	swor		7b7	clm	7b7	100		1	1	0	xxx			170	190		1	279	299			3	-10	100	100	267	245	180		84	1	93	19939	1576303		905	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Colossal Sword	235	swor		7fb	clm	7fb	100		1	1	0	xxx			170	190		1	279	299			3	-10	100	100	267	245	180		84	1	93	24800	2026500		905	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Colossus Blade	236	swor		7gd	gsd	7gd	100		1	1	0	xxx			170	190		1	279	299			3	-10	100	100	267	245	180		84	1	93	22259	1937015		905	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Bone Knife	237	knif		7dg	dgr	7dg	100		1	1	0	xxx			160	178							3	-10	100	100	241	230	180		80	1	64	12429	752382		905	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	1	0		0	item_smallmetalweapon	12						item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Mithral Point	238	knif		7di	dir	7di	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	78	17988	1296660		905	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	1	0		0	item_smallmetalweapon	12						item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Fanged Knife	239	knif		7kr	dir	7kr	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		87	1	91	13729	1183507		905	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Legend Spike	240	knif		7bl	dgr	7bl	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		87	1	91	16076	1411460		905	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Flying Knife	241	tkni		7tk	dgr	7tk	100		1	1	0	xxx			170	190					60	140	3	-10	100	100	267	245	180		84	1	72	215	48260		905	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	60	300	120	flptkn	invtkn					0	primarily thrown	0	item_smallmetalweapon	12						item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Flying Axe	242	taxe		7ta	hax	7ta	100		1	1	0	xxx			160	178					39	172	3	-10	100	100	241	230	180		77	1	63	230	43380		905	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	24	270	48	flptax	invtax					0	primarily thrown	0	item_smallmetalweapon	12						item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	1	xxx	xxx	1	0	
Winged Knife	243	tkni		7bk	dgr	7bk	100		1	1	0	xxx			170	190					60	101	3	-10	100	100	267	245	180		84	1	85	248	60096		905	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	45	300	90	flpbkf	invbkf	invtk3				0	primarily thrown	0	item_smallmetalweapon	12						item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Winged Axe	244	taxe		7b8	hax	7b8	100		1	1	0	xxx			170	190					18	156	3	-10	100	100	267	245	180		84	1	90	251	62580		905	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	24	270	36	flpbal	invbal					0	primarily thrown	0	item_sword	12						item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Hyperion Javelin	245	jave		7ja	jav	7ja	100		1	1	0	xxx			160	178					73	143	3	-10	100	100	241	230	180		75	1	60	211	40894		905	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	45	150	90	flpjav	invjav			1	2	0	primarily thrown	0	item_javelins	12						item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Stygian Pilum	246	jave		7pi	pil	7pi	100		1	1	0	xxx			170	190					55	195	3	-10	100	100	267	245	180		84	1	69	220	47140		905	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	40	140	75	flppil	invpil			1	2	0	primarily thrown	0	item_javelins	12						item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Balrog Spear	247	jave		7s7	jav	7s7	100		1	1	0	xxx			170	190					104	161	3	-10	100	100	267	245	180		84	1	79	232	54472		905	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	30	120	60	flpssp	invssp			1	2	0	primarily thrown	0	item_javelins	12						item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ghost Glaive	248	jave		7gl	glv	7gl	100		1	1	0	xxx			170	190					78	221	3	-10	100	100	267	245	180		84	1	88	241	61039		905	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	12	120	30	flpglv	invglv			1	2	0	primarily thrown	0	item_javelins	12						item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Winged Harpoon	249	jave		7ts	pil	7ts	100		1	1	0	xxx			170	190					29	200	3	-10	100	100	252	340	180		84	1	91	199	61915		905	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	48	120	120	flptsp	invtsp			1	2	0	primarily thrown	0	item_javelins	12						item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Hyperion Spear	250	spea		7sr	spr	7sr	100		1	1	0	xxx						1	220	270			4	-10	100	100	267	245	180		80	1	64	15900	953700		905	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Stygian Pike	251	spea		7tr	tri	7tr	100		1	1	0	xxx						1	243	299			4	-10	100	100	267	245	180		84	1	73	17347	1180402		905	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Mancatcher	252	spea		7br	brn	7br	100		1	1	0	xxx						1	243	299			4	-10	100	100	267	245	180		84	1	82	14658	1124192		905	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	4	0	2 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ghost Spear	253	spea		7st	tri	7st	100		1	1	0	xxx						1	243	299			4	-10	100	100	267	245	180		87	1	91	17248	1475584		905	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	4	0	2 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
War Pike	254	spea		7p7	spr	7p7	100		1	1	0	xxx						1	243	299			4	-10	100	100	267	245	180		87	1	91	16070	1410950		905	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	4	0	3 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ogre Axe	255	pole		7o7	hal	7o7	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180		84	1	67	9871	624760		905	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12						item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Colossus Voulge	256	pole		7vo	hal	7vo	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180		84	1	72	12822	855108		905	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12						item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Thresher	257	pole		7s8	scy	7s8	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180		84	1	79	11086	825106		905	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	4	0	2 square reach	0	item_woodweaponlarge	12						item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Cryptic Axe	258	pole		7pa	hal	7pa	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180		84	1	88	16509	1346211		905	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	4	0	2 square reach	0	item_woodweaponlarge	12						item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Great Poleaxe	259	pole		7h7	pax	7h7	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180		87	1	91	21554	1855036		905	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	4	0	2 square reach	0	item_woodweaponlarge	12						item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Giant Thresher	260	pole		7wc	scy	7wc	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180		84	1	91	17692	1548820		905	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	4	0	2 square reach	0	item_woodweaponlarge	12						item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Walking Stick	261	staf		6ss	bst	6ss	100		1	1	0	xxx						1	198	243			3	0	100	100	241	220	180		80	1	59	8154	504432	1	905	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	0	magically charged	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	1	xxx	xxx	1	0	
Stalagmite	262	staf		6ls	sst	6ls	100		1	1	0	xxx						1	220	270			3	0	100	100	267	235	180		84	1	68	5367	389722	1	905	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	0	magically charged	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Elder Staff	263	staf		6cs	cst	6cs	100		1	1	0	xxx						1	220	270			3	0	100	100	267	235	180		84	1	77	9048	709052	1	905	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Shillelagh	264	staf		6bs	sst	6bs	100		1	1	0	xxx						1	220	270			3	0	100	100	267	235	180		84	1	88	7986	706838	1	905	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Archon Staff	265	staf		6ws	lst	6ws	100		1	1	0	xxx						1	220	270			3	0	100	100	267	235	180		87	1	91	10001	895085	1	905	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	4	0	magically charged	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Spider Bow	266	bow		6sb	sbw	6sb	100		1	1	0	xxx						1	220	270			3	-10	100	100	241	230	180	1	75	1	61	21091	1190005		905	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Blade Bow	267	bow		6hb	sbw	6hb	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180	1	83	1	67	21350	1313500		905	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Shadow Bow	268	bow		6lb	lbw	6lb	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180	1	84	1	70	25610	1647430		905	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Great Bow	269	bow		6cb	lbw	6cb	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180	1	84	1	76	17743	1243024		905	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Diamond Bow	270	bow		6s7	sbb	6s7	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180	1	84	1	81	24605	1810060		905	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Crusader Bow	271	bow		6l7	lbb	6l7	100		1	1	0	xxx						1	243	299			3	-10	100	100	215	290	180	1	84	1	85	18105	1435085		905	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ward Bow	272	bow		6sw	sbb	6sw	100		1	1	0	xxx						1	243	299			3	10	100	100	267	245	180	1	84	1	90	15042	1245860		905	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Hydra Bow	273	bow		6lw	lbb	6lw	100		1	1	0	xxx						1	243	299			3	10	100	100	267	245	180	1	87	1	91	19375	1691875		905	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Pellet Bow	274	xbow		6lx	lxb	6lx	100		1	1	0	xxx						1	220	270			3	10	100	100	241	230	180	1	78	1	63	19512	1143184		905	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	3	0	reload lag between shots	0	item_crossbow	12						item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Gorgon Crossbow	275	xbow		6mx	lxb	6mx	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180	1	84	1	75	22305	1530435		905	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	4	0	reload lag between shots	0	item_crossbow	12						item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Colossus Crossbow	276	xbow		6hx	hxb	6hx	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180	1	84	1	84	26065	1994875		905	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	4	0	reload lag between shots	0	item_crossbow	12						item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Demon Crossbow	277	xbow		6rx	hxb	6rx	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180	1	84	1	91	25851	2215984		905	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	4	0	fires 5 shots before reload	0	item_crossbow	12						item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Eagle Orb	278	orb		ob1	ob1	ob1	100		1	1	0	xxx			12	24							5	-10	100	100	70	70	180		1	1	0	168	3168	1	905	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	1	xxx	xxx	1	0	
Sacred Globe	279	orb		ob2	ob1	ob2	100		1	1	0	xxx			18	36							5	-10	100	100	90	85	180		10	1	0	463	10204	1	905	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Smoked Sphere	280	orb		ob3	ob3	ob3	100		1	1	0	xxx			22	44							5	-10	100	100	90	85	180		16	1	12	766	17692	1	905	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Clasped Orb	281	orb		ob4	ob4	ob4	100		1	1	0	xxx			30	60							5	-10	100	100	116	100	180		23	1	19	1223	31791	1	905	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Jared's Stone	282	orb		ob5	ob4	ob5	100		1	1	0	xxx			40	80							5	-10	100	100	134	125	180		34	1	27	1985	62140	1	905	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Stag Bow	283	abow		am1	am1	am1	100		1	1	0	xxx						1	43	72			3	10	100	100	116	130	180	1	25	1	21	2500	56500		905	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	1	xxx	xxx	1	0	
Reflex Bow	284	abow		am2	am2	am2	100		1	1	0	xxx						1	49	85			3	10	100	100	147	130	180	1	38	1	30	3575	112525		905	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Maiden Spear	285	aspe		am3	am3	am3	100		1	1	0	xxx						1	43	72			7	-10	100	100	116	100	180		25	1	21	1672	41596		905	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	4	0	2 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
